transaction_amount,time_since_last_transaction,merchant_category_code,distance_from_home,transaction_frequency_24h,is_weekend,is_fraud
283.97,47.66,3,3.72,5,0,0
115.85,1.91,4,0.2,2,0,0
18.82,47.03,10,17.13,3,0,0
206.9,56.82,11,2.26,5,1,0
33.09,20.79,19,2.72,3,0,0
31.53,52.44,15,3.92,5,0,0
79.21,3.85,19,12.18,3,1,0
147.95,37.12,2,19.32,1,1,0
38.4,30.01,4,2.26,4,0,0
345.45,58.07,15,13.64,1,1,0
500,14.67,1,3.88,2,0,0
46.78,22.67,3,23.57,4,1,0
133.47,22.81,13,13.44,1,1,0
18.81,29.64,16,3.87,1,0,0
193.55,29.03,17,1.21,3,0,0
112.46,68.28,8,0.01,5,0,0
96.09,8.73,5,11.03,5,1,0
8.84,50.76,10,10.23,3,1,0
100.92,5.51,11,13.7,4,0,0
19.66,7.48,9,3.88,5,1,0
89.72,26.18,2,5.46,5,0,0
195.12,33.92,2,19.08,5,1,0
81.18,27.5,4,3.3,2,0,0
19.62,24.7,4,7.96,4,1,0
108.77,55.5,12,3.08,4,1,0
69.35,15.47,4,17.05,2,1,0
35.1,45.47,16,4.42,7,0,0
55.94,45.24,4,10.18,3,1,0
40.79,71.08,8,3.72,4,0,0
25.87,23.74,13,4.73,4,0,0
126.0,10.53,6,11.99,11,1,1
161.94,64.05,14,3.58,5,1,0
53.27,59.77,10,9.91,5,1,0
159.76,52.9,16,14.37,3,1,0
28.01,54.42,19,10.47,3,1,0
191.63,20.85,6,1.19,3,1,0
96.4,29.0,2,12.82,1,0,0
66.28,36.03,18,33.06,1,1,0
433.77,51.35,4,1.68,1,0,0
33.48,59.93,1,4.27,3,0,0
46.43,3.8,16,0.44,2,0,0
34.12,13.5,13,3.86,2,1,0
45.58,44.35,14,13.23,2,0,0
137.03,42.59,8,7.15,3,0,0
83.06,53.57,9,13.27,1,0,0
104.76,32.88,20,5.22,4,1,0
47.82,51.09,20,5.33,1,0,0
33.6,55.84,14,0.49,4,1,0
65.42,15.01,4,0.32,4,1,0
67.07,8.67,9,5.38,2,0,0
79.8,43.96,1,6.84,1,1,0
38.98,20.49,15,26.9,1,0,0
62.44,14.82,20,3.61,4,1,0
56.5,24.05,3,7.56,5,1,0
68.28,27.15,18,9.56,5,0,0
21.23,47.35,13,11.96,1,1,0
23.2,55.98,17,15.77,1,1,0
249.01,34.04,6,4.16,5,1,0
55.55,58.77,18,0.52,3,1,0
241.89,49.84,6,5.14,1,0,0
15.96,56.65,14,3.5,5,1,0
34.33,49.15,14,9.81,2,1,0
13.53,55.44,14,12.46,3,0,0
61.9,66.95,4,3.23,1,1,0
43.43,61.5,16,5.14,2,0,0
97.29,70.82,18,4.64,5,0,0
54.47,38.96,1,1.11,4,1,0
308.7,48.11,11,19.43,5,1,0
65.63,27.89,17,9.12,4,0,0
59.35,8.69,6,14.64,1,1,0
57.39,9.7,15,0.42,5,1,0
48.04,40.01,6,10.13,1,1,0
28.5,14.48,16,11.61,2,1,0
136.26,39.02,1,6.8,5,1,0
83.61,21.36,3,1.08,1,1,0
80.17,21.56,15,7.69,3,1,0
116.33,4.49,8,7.45,1,0,0
38.16,3.88,11,5.45,4,1,0
41.7,33.46,3,0.07,5,0,0
50.6,37.28,8,1.83,5,1,0
40.3,3.27,10,0.36,4,0,0
106.82,55.65,6,35.15,5,1,0
331.86,50.51,11,5.46,1,1,0
110.56,3.32,14,11.18,5,0,0
37.49,22.47,17,2.58,1,1,0
152.57,11.31,12,6.93,5,0,0
30.42,19.5,10,4.99,1,1,0
68.17,45.98,1,2.51,5,0,0
274.04,14.17,14,0.99,1,0,0
112.87,4.82,4,3.59,2,1,0
79.61,55.57,11,0.36,1,0,0
49.3,51.26,2,2.08,1,1,0
100.93,4.65,20,8.71,2,1,0
25.72,31.94,6,0.12,3,1,0
24.02,12.79,1,22.92,3,1,0
18.49,44.31,3,2.8,2,0,0
15.5,9.51,1,7.42,2,0,0
17.92,46.39,15,18.32,4,0,0
9.62,3.71,1,7.59,2,0,0
65.6,2.07,16,7.11,4,1,0
33.04,12.88,13,4.22,1,1,0
260.94,56.12,18,0.23,3,1,0
292.12,4.66,7,11.01,2,1,0
162.46,59.26,10,10.36,5,1,0
31.29,1.75,9,2.01,5,0,0
38.61,15.32,8,1.71,2,0,0
16.84,63.53,16,41.83,4,0,0
54.55,6.2,15,4.59,2,0,0
102.48,46.09,17,2.63,4,1,0
5,62.65,11,4.38,5,1,0
20.47,43.04,6,4.43,4,1,0
145.26,40.67,7,5.29,1,1,0
31.44,33.61,1,14.66,5,0,0
32.2,22.85,17,6.39,1,0,0
45.48,52.81,19,59.09,2,1,0
216.73,14.55,15,1.37,2,0,0
47.57,41.45,6,5.64,3,1,0
221.32,3.32,11,9.92,2,1,0
12.74,50.01,14,7.48,4,0,0
26.5,47.17,5,2.74,2,1,0
280.04,64.44,20,21.31,5,0,0
90.76,69.09,13,2.81,5,1,0
123.02,70.25,9,17.89,1,0,0
110.44,1.5,11,201.66,12,1,1
69.29,37.48,13,0.33,3,1,0
99.91,69.99,19,24.83,3,1,0
500,35.93,7,12.92,2,0,0
25.41,58.4,8,2.4,3,0,0
308.04,4.76,12,7.08,1,0,0
28.85,9.08,13,26.23,3,1,0
53.43,70.75,6,8.09,1,1,0
71.19,31.42,11,12.72,5,1,0
22.71,21.79,5,1.04,3,1,0
197.31,47.71,5,0.71,4,1,0
54.32,45.41,3,6.74,2,1,0
80.22,58.06,11,16.45,2,0,0
133.85,4.5,16,20.29,3,0,0
32.81,27.37,3,2.29,4,0,0
64.52,22.94,17,19.22,4,0,0
7.15,66.88,13,1.5,4,1,0
47.2,20.43,7,24.5,3,1,0
6.98,55.62,7,11.52,5,0,0
248.47,54.65,11,2.21,5,0,0
404.03,29.85,17,10.25,4,0,0
44.47,10.34,1,11.5,5,1,0
27.44,33.13,11,13.9,4,0,0
111.61,39.78,15,9.49,2,0,0
343.79,23.45,9,10.88,1,1,0
110.22,7.91,11,11.16,5,0,0
500,6.16,15,23.75,5,1,0
134.21,8.91,7,1.34,4,1,0
100.67,70.36,20,6.36,4,1,0
39.6,31.78,12,8.08,4,0,0
61.94,43.06,6,0.48,2,0,0
22.5,33.39,16,6.29,3,1,0
72.65,30.24,11,0.84,5,0,0
135.13,21.56,16,0.42,5,1,0
178.85,55.77,10,4.43,1,1,0
114.58,27.63,18,20.85,3,1,0
40.28,17.38,1,3.91,3,0,0
11.55,10.76,9,4.02,2,1,0
199.95,21.66,11,1.37,3,0,0
212.96,62.88,12,0.53,2,1,0
10.87,50.68,14,4.27,4,1,0
16.9,7.01,10,6.46,4,0,0
59.13,7.42,5,12.94,4,1,0
500,24.91,20,7.67,2,1,0
309.1,46.03,19,0.82,2,0,0
129.21,35.59,18,4.33,1,1,0
15.11,28.79,16,7.15,4,1,0
18.69,43.1,6,3.67,5,0,0
42.01,43.13,7,5.43,2,1,0
37.2,28.0,18,2.33,2,0,0
58.01,65.37,8,12.93,2,1,0
154.96,68.94,4,5.2,5,0,0
234.44,6.17,12,7.46,1,0,0
59.77,65.58,19,28.65,3,1,0
63.62,36.57,12,8.81,4,1,0
68.63,56.9,18,9.48,2,0,0
72.82,20.08,19,7.95,4,0,0
30.75,11.0,16,3.25,5,0,0
27.79,18.76,10,1.78,4,1,0
93.74,36.46,15,4.1,3,1,0
15.52,33.23,2,6.68,5,1,0
76.2,14.9,3,6.18,4,0,0
42.62,34.68,18,17.63,5,0,0
165.69,54.38,14,18.91,5,1,0
25.59,53.17,5,0.29,2,0,0
43.94,20.46,7,0.84,5,1,0
101.14,33.29,11,2.33,1,1,0
17.47,71.03,20,0.83,5,1,0
25.76,24.89,10,0.45,4,1,0
93.95,14.25,16,4.98,4,1,0
38.74,5.04,17,0.67,2,0,0
55.95,3.63,2,3.3,1,1,0
500,49.78,20,16.44,3,1,0
5.27,41.55,2,7.65,3,1,0
19.56,48.94,5,3.93,4,1,0
25.04,10.57,17,0.32,5,0,0
137.4,7.28,5,8.92,2,0,0
24.63,71.56,19,1.08,3,1,0
34.38,32.77,18,2.82,3,0,0
17.79,30.22,11,4.7,1,1,0
63.23,60.96,15,7.23,1,1,0
22.55,28.91,5,14.35,3,0,0
16.02,57.43,13,12.18,3,1,0
109.33,69.61,19,3.57,1,0,0
76.62,29.44,16,7.3,1,1,0
133.0,65.81,13,1.62,3,1,0
78.36,5.69,2,14.72,3,1,0
31.22,3.22,20,11.91,1,1,0
151.42,58.01,9,16.71,5,1,0
49.56,40.23,2,3.92,4,0,0
27.86,56.01,15,17.63,4,1,0
102.07,44.69,3,0.15,2,0,0
52.87,54.83,2,0.08,2,0,0
406.37,4.54,5,6.92,1,1,0
58.62,13.13,10,30.2,8,0,0
122.55,49.19,2,0.95,2,0,0
313.44,34.96,3,3.94,2,0,0
37.38,57.18,5,12.25,4,0,0
227.3,17.75,14,3.14,2,1,0
30.55,65.14,2,2.96,4,0,0
12.96,68.91,4,4.94,5,0,0
5,29.77,1,3.41,1,0,0
50.89,40.86,9,11.0,4,1,0
43.96,21.81,13,1.07,1,1,0
40.43,49.83,4,2.05,4,0,0
35.71,62.72,1,1.38,4,1,0
25.37,13.68,13,4.02,1,0,0
500,69.47,7,5.26,5,1,0
57.47,7.47,8,13.82,3,0,0
89.44,65.74,1,0.9,2,1,0
266.08,25.73,4,4.61,4,1,0
140.64,56.79,6,7.54,2,1,0
5,37.96,17,1.39,5,1,0
267.96,17.54,7,11.84,1,0,0
30.95,55.41,17,13.43,5,0,0
62.75,33.32,10,0.33,5,1,0
131.81,63.03,7,13.06,5,0,0
28.7,11.68,10,14.87,4,1,0
54.91,26.63,8,14.9,5,1,0
30.77,55.04,6,5.81,3,0,0
17.87,45.35,11,3.74,4,1,0
139.74,56.24,13,0.46,2,0,0
8.11,24.68,4,13.81,5,1,0
25.27,19.69,15,2.45,3,0,0
47.72,55.17,1,19.27,3,1,0
71.31,8.88,9,6.74,4,0,0
18.6,26.81,10,4.1,5,0,0
136.3,16.11,8,0.55,3,1,0
74.19,25.49,13,11.41,4,0,0
341.85,55.3,19,7.2,4,1,0
177.76,63.42,19,8.04,4,1,0
45.28,12.91,19,1.51,5,0,0
37.74,23.24,5,5.53,3,1,0
191.99,61.47,8,9.75,2,0,0
10.71,20.37,7,1.56,3,1,0
32.07,48.25,13,0.97,1,0,0
330.77,57.89,5,16.51,1,1,0
163.99,1.88,3,8.27,4,1,0
149.43,31.87,10,15.05,4,0,0
67.12,71.21,7,6.11,5,1,0
12.23,35.26,12,6.55,4,1,0
30.38,51.29,15,5.23,3,1,0
82.17,34.0,14,15.6,1,1,0
65.48,37.56,5,31.57,4,0,0
19.94,27.44,5,0.29,2,1,0
167.7,15.55,9,4.21,1,1,0
179.1,33.17,8,13.09,5,0,0
20.48,25.52,6,2.62,3,1,0
69.66,11.14,14,13.81,2,0,0
82.09,21.45,18,6.85,5,1,0
47.85,59.45,7,9.65,3,1,0
357.63,60.41,9,4.96,1,0,0
84.69,69.19,19,21.81,3,1,0
105.65,8.65,14,0.38,5,0,0
73.7,23.87,16,5.67,4,1,0
203.46,51.82,16,11.55,5,1,0
54.75,42.61,2,0.86,3,1,0
86.39,39.23,2,4.94,4,1,0
55.58,28.2,15,10.36,2,0,0
35.73,65.1,5,3.12,5,1,0
44.23,51.34,13,1.56,1,1,0
99.33,70.06,11,9.62,4,0,0
211.81,32.29,4,23.6,2,1,0
5,62.35,9,11.85,4,1,0
113.65,26.14,15,6.96,4,0,0
124.47,12.54,2,1.56,2,1,0
16.26,61.35,7,19.16,1,0,0
73.03,8.88,6,6.34,1,1,0
21.48,35.0,4,5.69,4,1,0
50.89,66.14,5,5.91,1,0,0
143.85,36.66,19,3.23,1,1,0
80.74,54.02,18,2.8,2,1,0
31.12,43.32,19,7.94,4,1,0
45.47,35.4,10,0.37,3,0,0
230.82,40.24,19,12.33,3,1,0
53.86,41.4,15,9.38,4,0,0
140.72,4.66,18,3.21,2,1,0
307.34,66.3,5,21.5,1,1,0
72.84,37.27,16,8.98,5,1,0
25.21,27.44,2,3.81,1,0,0
25.37,67.49,14,6.79,4,0,0
279.49,19.94,16,8.67,4,1,0
43.08,31.89,17,1.08,5,0,0
45.88,13.36,11,1.6,4,0,0
48.11,28.62,7,4.38,1,0,0
33.18,30.16,2,1.83,4,0,0
84.46,54.73,18,1.57,5,0,0
93.1,59.91,5,11.38,4,1,0
23.57,15.41,20,0.77,4,1,0
221.25,48.44,7,20.52,5,0,0
63.05,25.18,12,13.84,2,1,0
104.29,4.84,12,2.68,4,1,0
7.04,3.78,13,2.74,5,0,0
43.3,71.62,17,2.8,5,1,0
9.6,37.08,19,9.98,2,1,0
28.4,10.84,11,24.39,4,0,0
322.03,26.5,18,3.46,4,0,0
374.84,2.63,9,1.84,4,1,0
17.86,31.07,6,4.02,2,0,0
60.42,11.86,19,5.74,4,1,0
74.13,36.2,12,7.6,3,0,0
19.18,23.74,14,14.92,2,1,0
30.47,18.49,5,3.82,1,1,0
23.48,25.57,8,19.2,5,1,0
12.24,18.06,1,15.77,4,1,0
46.44,45.8,19,4.57,5,1,0
86.99,36.74,9,1.08,3,0,0
5,70.34,14,0.76,3,1,0
39.95,68.96,11,0.86,4,0,0
79.7,38.87,17,8.16,1,0,0
40.24,64.45,20,7.49,1,1,0
14.58,12.95,10,2.73,3,0,0
30.52,14.25,1,14.37,5,1,0
35.32,30.27,17,6.96,5,1,0
28.38,70.23,20,10.09,3,1,0
87.15,13.94,7,8.13,2,1,0
30.4,33.21,5,14.99,4,0,0
11.22,50.97,13,0.06,3,0,0
162.32,67.51,10,17.59,2,0,0
36.74,58.44,14,12.52,3,0,0
101.83,25.04,6,14.19,4,1,0
134.82,65.77,18,0.52,1,0,0
13.05,31.79,19,1.07,3,0,0
78.7,23.37,4,4.02,2,0,0
51.42,68.22,13,10.18,4,1,0
135.13,18.18,20,0.5,1,1,0
299.6,1.87,16,15.47,5,0,0
31.62,58.79,8,0.37,2,1,0
42.62,10.39,3,5.17,1,1,0
38.64,71.53,10,10.55,5,1,0
32.01,62.51,18,0.39,5,1,0
8.77,45.75,6,8.22,3,1,0
1124.9,1.36,8,80.67,12,0,1
446.78,69.36,15,17.13,4,1,0
84.26,60.83,7,13.57,4,1,0
64.04,68.41,17,0.62,1,1,0
42.43,68.45,15,7.59,5,1,0
181.64,15.32,17,4.17,5,1,0
13.35,11.25,8,5.5,5,0,0
315.84,9.71,5,2.66,2,0,0
49.37,6.46,16,3.42,2,0,0
76.76,31.93,9,1.83,1,1,0
22.61,48.46,19,2.35,3,0,0
186.35,12.9,18,1.89,3,1,0
20.43,11.32,3,5.2,1,0,0
38.14,44.76,1,15.32,5,0,0
500,51.24,9,1.76,5,1,0
237.33,6.49,12,19.51,2,1,0
41.54,14.95,10,6.45,1,1,0
20.59,42.5,20,6.16,2,0,0
74.27,46.54,20,0.52,5,0,0
39.05,40.88,16,9.63,3,0,0
93.31,11.58,9,14.02,1,0,0
17.8,2.51,10,5.2,2,1,0
47.8,39.96,4,0.37,4,1,0
90.31,68.61,17,0.14,1,1,0
65.45,56.6,18,8.21,2,1,0
11.84,14.0,9,3.04,3,0,0
316.05,49.73,19,0.79,1,0,0
37.42,52.48,4,0.26,4,0,0
11.71,23.89,4,11.44,5,1,0
652.88,7.87,19,50.81,5,0,1
243.12,70.69,19,24.26,1,1,0
29.19,42.71,17,10.09,4,1,0
76.71,14.24,6,19.0,4,1,0
44.89,65.41,20,0.38,2,0,0
96.3,18.89,4,7.33,4,0,0
17.93,30.74,4,5.73,5,0,0
360.57,44.44,3,13.1,5,0,0
29.51,36.39,8,4.63,1,1,0
41.71,10.32,3,5.57,2,1,0
55.12,36.04,4,37.86,2,1,0
480.17,44.57,18,0.32,2,1,0
31.57,18.09,13,3.79,4,1,0
71.73,18.92,20,7.89,1,0,0
34.93,21.84,6,4.84,3,0,0
17.89,28.79,15,4.43,3,0,0
112.53,70.27,8,4.53,2,1,0
56.67,1.25,9,22.98,5,1,0
43.38,64.42,14,10.23,1,1,0
204.56,65.89,20,5.3,1,0,0
25.48,34.65,18,14.93,4,1,0
128.81,38.14,10,6.72,5,0,0
53.38,70.63,18,11.4,1,0,0
33.41,33.08,18,5.67,1,1,0
10.26,36.93,7,16.24,3,1,0
23.75,16.96,7,2.03,3,0,0
180.03,23.51,3,20.05,3,0,0
65.76,40.91,19,0.39,1,0,0
68.76,29.55,3,5.08,4,0,0
32.89,15.72,2,4.96,1,1,0
14.77,29.42,11,4.18,2,1,0
53.29,61.1,2,23.04,1,0,0
193.86,36.01,7,6.33,1,0,0
108.41,51.46,18,15.27,4,0,0
379.33,46.75,13,2.82,2,1,0
70.43,58.68,6,18.81,4,0,0
80.68,69.05,4,8.8,1,0,0
39.08,35.89,5,4.04,3,0,0
110.84,6.34,15,226.63,8,0,1
200.59,12.9,15,2.84,3,0,0
78.49,3.27,9,0.77,5,1,0
70.48,56.2,13,6.39,3,0,0
43.04,47.19,14,0.8,2,0,0
29.58,5.08,11,12.12,2,1,0
115.48,70.72,6,4.55,4,0,0
55.77,25.93,5,5.84,4,0,0
45.26,32.24,14,3.45,3,0,0
63.42,71.18,5,0.22,1,1,0
131.4,52.48,5,5.88,5,1,0
15.21,32.4,17,5.24,3,1,0
21.91,49.84,2,2.17,2,0,0
43.58,18.57,14,0.98,4,1,0
34.05,6.8,14,17.01,5,0,0
75.33,18.65,19,4.2,4,0,0
23.14,10.63,9,19.69,1,0,0
7.33,10.94,7,0.21,5,0,0
37.38,2.69,6,3.95,1,0,0
17.27,68.87,4,1.49,5,0,0
47.15,40.96,15,5.48,4,0,0
71.94,51.47,1,15.13,1,0,0
194.82,14.12,5,5.19,2,0,0
182.61,58.4,17,8.16,5,1,0
42.08,5.16,16,41.9,2,1,0
56.16,46.98,1,2.97,2,1,0
25.06,46.87,11,5.33,5,1,0
34.87,7.57,2,7.5,2,0,0
81.98,28.09,14,8.04,5,0,0
143.86,8.28,14,14.68,3,1,0
26.56,18.42,16,3.34,5,0,0
22.28,52.22,19,5.24,5,1,0
30.19,1.57,7,2.76,3,0,0
186.69,53.9,8,0.13,4,0,0
141.0,26.02,6,10.93,4,0,0
40.71,70.19,3,6.95,5,0,0
14.89,19.08,18,8.74,2,0,0
277.4,71.62,15,14.43,4,0,0
51.02,61.66,16,1.89,2,1,0
386.78,62.52,13,2.61,3,0,0
83.43,19.73,18,4.93,5,0,0
40.73,19.1,7,0.27,5,0,0
31.95,16.01,10,11.49,4,1,0
167.53,63.41,16,0.19,4,1,0
75.3,56.54,2,15.71,1,1,0
132.49,64.79,13,7.34,4,0,0
128.96,32.19,14,19.84,3,1,0
21.79,59.38,18,10.87,4,0,0
38.93,61.97,5,13.65,1,1,0
66.62,26.71,12,4.33,4,0,0
11.36,44.84,8,7.98,3,0,0
138.57,39.85,18,0.84,5,1,0
132.99,37.33,15,4.43,4,1,0
149.21,7.98,5,13.52,1,1,0
23.85,49.47,3,4.59,1,0,0
171.32,25.66,15,15.3,5,0,0
45.94,52.42,12,4.79,2,0,0
45.04,6.6,20,42.55,4,1,0
178.55,71.29,14,4.57,1,0,0
81.89,39.46,4,4.07,5,1,0
211.88,56.99,9,0.76,5,0,0
53.52,1.09,13,4.61,4,0,0
64.82,17.92,10,4.7,3,0,0
34.78,37.85,3,12.18,4,0,0
48.72,22.93,14,11.33,5,0,0
43.09,11.91,4,1.24,1,0,0
165.16,61.75,4,0.35,3,0,0
16.07,57.13,3,5.56,3,0,0
26.02,64.88,6,18.89,5,1,0
76.26,20.23,17,15.06,1,0,0
18.37,58.5,9,1.34,2,1,0
16.25,9.19,18,4.83,4,1,0
58.42,25.08,18,0.79,3,1,0
24.87,48.12,11,5.55,1,1,0
78.57,49.61,17,28.47,2,1,0
71.2,11.25,5,12.67,2,1,0
29.39,37.12,13,2.32,1,0,0
12.83,23.86,16,2.05,3,1,0
88.75,2.22,18,56.66,12,1,1
154.93,9.88,19,22.53,5,0,0
16.77,26.11,14,16.21,1,1,0
187.75,47.64,3,10.47,5,0,0
62.12,48.45,20,3.26,1,0,0
26.92,63.68,16,0.5,3,1,0
215.04,2.63,5,13.13,1,0,0
58.8,64.72,3,25.64,3,1,0
77.45,27.2,8,1.54,2,1,0
5,54.28,9,14.83,3,1,0
726.27,52.57,13,11.77,1,1,0
408.34,32.53,11,40.92,12,0,1
244.6,66.74,4,3.52,4,0,0
139.48,32.63,20,1.33,2,1,0
78.72,30.79,4,0.46,1,1,0
84.87,39.09,18,0.9,4,1,0
45.43,1.12,17,0.1,3,1,0
88.54,9.52,17,13.91,1,0,0
13.26,40.98,13,0.12,3,0,0
60.72,31.88,15,2.65,1,1,0
20.88,28.91,11,4.8,2,1,0
25.1,21.39,17,19.29,1,0,0
14.02,52.89,19,3.84,1,1,0
25.22,42.75,14,3.17,2,1,0
1688.38,2.45,7,2.07,10,0,1
18.9,4.38,9,20.1,3,1,0
369.85,46.28,9,5.02,2,1,0
29.46,5.15,8,6.15,3,0,0
105.36,49.98,16,12.87,2,0,0
177.48,6.11,19,11.63,3,1,0
23.09,69.31,9,21.52,4,1,0
50.84,2.76,19,2.87,2,1,0
40.2,47.37,6,0.0,4,1,0
17.91,14.63,17,30.11,5,1,0
82.38,46.28,10,23.31,4,1,0
18.25,29.72,6,0.15,5,1,0
50.05,28.56,18,12.68,3,1,0
133.02,57.72,8,19.09,5,0,0
135.42,61.43,6,12.6,2,1,0
58.26,65.24,3,12.49,4,0,0
12.32,69.53,16,8.29,2,1,0
16.29,7.62,5,18.58,5,0,0
94.36,42.43,1,5.97,5,0,0
263.9,53.94,6,1.79,2,1,0
123.32,14.05,10,15.27,3,1,0
58.52,47.76,11,1.21,5,0,0
7.38,24.64,1,1.9,2,0,0
948.39,5.45,11,162.09,12,1,1
22.29,11.84,13,4.35,1,0,0
20.52,68.01,15,1.26,1,0,0
236.12,24.19,2,8.25,3,0,0
31.46,9.83,1,70.12,4,1,0
40.47,52.92,9,6.86,3,1,0
414.11,29.46,19,4.75,4,1,0
67.45,68.56,1,3.02,3,1,0
86.08,2.25,2,37.43,1,1,0
27.57,34.6,3,8.69,5,0,0
25.07,15.26,18,16.73,3,1,0
91.7,28.78,1,5.8,4,1,0
305.06,52.71,15,2.37,2,1,0
126.56,58.14,18,0.69,1,0,0
253.24,58.08,17,4.88,5,0,0
116.46,24.26,11,3.03,3,0,0
71.72,70.82,12,1.65,2,1,0
11.05,9.19,8,4.71,4,1,0
228.11,13.58,4,6.12,4,0,0
112.77,12.01,4,4.89,4,0,0
63.94,7.46,19,0.98,2,0,0
87.57,52.02,14,11.88,4,1,0
24.21,66.24,14,0.78,3,1,0
67.21,49.6,8,11.11,5,1,0
20.28,13.46,15,9.3,2,1,0
148.25,68.49,13,4.99,3,1,0
61.8,67.02,8,5.81,5,0,0
102.28,4.08,7,3.75,5,1,1
111.83,13.43,3,3.77,3,0,0
32.28,34.8,7,9.85,4,0,0
266.1,9.35,10,10.18,3,1,0
41.87,70.57,6,10.81,5,1,0
24.66,42.17,2,6.45,2,0,0
30.29,23.83,10,3.83,5,1,0
26.91,65.32,12,3.46,2,0,0
106.91,35.81,15,0.61,1,1,0
200.83,56.83,11,3.4,1,1,0
204.17,66.52,3,8.87,1,0,0
45.08,12.77,14,14.59,3,0,0
32.29,25.8,7,9.46,3,1,0
281.0,30.39,19,15.97,2,0,0
229.86,66.29,2,1.82,3,0,0
155.06,18.71,11,3.06,1,1,0
69.84,59.51,18,2.02,2,0,0
36.15,30.81,3,0.95,4,1,0
58.71,20.9,20,9.98,4,0,0
101.83,13.18,16,4.17,2,0,0
8.49,68.43,17,2.32,1,0,0
24.41,71.57,10,1.69,5,1,0
23.88,62.41,14,14.45,2,1,0
9.66,60.6,20,10.3,5,1,0
81.73,49.67,20,11.8,4,1,0
235.11,11.41,15,0.82,1,0,0
148.44,44.53,2,9.37,2,1,0
179.11,44.77,18,7.69,2,1,0
232.15,43.33,1,3.07,3,1,0
36.15,10.74,11,10.43,2,0,0
42.87,36.23,17,3.57,4,0,0
40.57,54.68,10,13.94,2,0,0
44.04,16.49,4,6.84,2,0,0
110.57,1.02,3,18.1,1,0,0
151.53,37.12,5,5.23,5,0,0
108.26,19.59,9,0.78,1,0,0
34.13,65.98,20,2.64,5,1,0
254.58,1.49,8,50.4,3,0,1
96.8,1.53,6,24.68,4,0,0
29.76,14.02,11,1.47,3,1,0
72.96,64.75,3,4.77,1,1,0
39.53,0.1,19,302.14,7,0,1
191.66,40.31,13,13.65,4,1,0
58.96,14.2,12,12.48,1,0,0
116.78,34.42,2,0.9,1,0,0
15.46,6.4,8,0.86,3,0,0
24.92,63.27,9,1.57,3,0,0
15.43,36.34,18,8.23,1,0,0
62.94,24.11,10,1.02,5,0,0
110.74,64.98,15,11.41,4,0,0
53.73,13.43,9,15.82,3,0,0
156.41,21.43,6,5.42,2,0,0
77.94,8.22,15,1.82,5,1,0
314.1,13.04,10,28.27,8,0,1
89.37,38.39,10,3.06,1,1,0
49.33,26.47,8,11.47,2,0,0
222.41,46.01,14,2.48,3,0,0
29.67,20.69,9,5.0,3,1,0
16.14,39.44,8,7.09,3,1,0
133.64,28.51,12,21.49,4,0,0
59.17,42.96,15,6.34,3,0,0
69.75,9.0,13,13.06,2,0,0
500,63.31,15,1.05,4,0,0
32.6,39.82,1,16.1,4,0,0
64.0,70.57,17,2.84,5,0,0
26.78,36.25,8,9.34,1,1,0
30.2,25.39,10,7.4,5,0,0
51.07,49.39,1,4.07,2,0,0
156.83,66.54,6,6.67,5,0,0
311.25,5.51,1,2.73,5,1,0
51.88,33.21,13,6.61,4,0,0
95.82,58.72,19,0.34,5,1,0
87.46,12.78,10,7.23,5,1,0
103.04,51.38,18,6.25,3,0,0
92.28,14.24,4,0.95,4,0,0
124.73,6.94,13,1.14,1,1,0
129.24,51.93,14,0.56,4,0,0
29.05,52.2,1,16.4,1,0,0
28.38,40.62,7,12.78,5,1,0
77.15,25.04,6,2.74,1,0,0
24.06,69.23,12,18.52,4,1,0
144.79,45.0,8,5.51,5,0,0
12.29,71.8,6,3.75,1,0,0
10.9,32.1,18,19.34,3,1,0
188.68,57.4,7,10.8,4,1,0
186.12,43.68,1,2.03,5,1,0
44.4,28.25,11,1.87,5,1,0
59.2,43.96,15,23.78,3,1,0
44.75,61.12,20,12.26,2,0,0
14.91,59.61,18,8.75,3,1,0
15.4,50.21,8,13.22,3,0,0
302.15,65.18,7,3.67,5,1,0
99.24,55.56,11,3.29,2,1,0
5.22,66.38,2,19.39,3,0,0
36.54,7.9,18,1.17,4,1,0
68.4,55.75,15,5.68,5,1,0
11.3,2.19,20,0.56,2,0,0
113.59,64.48,2,0.38,4,0,0
34.87,56.83,18,8.21,1,0,0
161.94,30.24,11,14.38,1,1,0
128.29,56.78,10,7.57,4,0,0
37.64,59.11,7,5.35,3,0,0
74.42,53.34,3,12.32,4,0,0
101.45,35.89,3,5.05,1,1,0
31.23,56.93,3,7.75,3,0,0
110.07,36.48,6,2.41,2,0,0
24.29,54.15,18,9.85,5,0,0
234.62,39.1,8,1.16,2,0,0
42.55,36.17,13,3.88,1,0,0
6.05,56.5,20,12.19,1,0,0
211.19,66.18,16,2.87,1,1,0
50.76,9.79,4,4.76,5,0,0
13.56,15.21,13,2.31,5,1,0
53.93,41.87,19,0.67,2,0,0
25.15,2.41,4,3.46,5,0,0
22.52,35.2,8,14.19,5,0,0
80.68,29.85,20,11.07,2,0,0
42.0,29.06,11,1.48,5,0,0
29.95,27.49,7,0.47,3,1,0
128.24,68.53,11,23.6,4,0,0
13.68,39.58,3,22.89,5,1,0
354.4,31.87,11,9.22,3,0,0
14.1,43.74,3,4.43,5,0,0
34.05,4.58,8,4.4,1,0,0
