sol,earth_date,min_temp_c,max_temp_c,pressure_pa,wind_speed_ms,uv_index,instrument_status
1482,2028-01-21,-51.2,-0.6,835.9,16.4,,nominal
1483,2028-01-22,-65.7,2.7,915.3,33.6,6,nominal
1484,2028-01-23,-39.4,-5.2,803.5,16.3,5,nominal
1485,2028-01-24,-54.0,3.5,943.8,,9,offline
1486,2028-01-25,-55.9,4.2,688.8,9.5,2,nominal
1487,2028-01-26,-54.8,-3.7,898.6,14.7,10,nominal
1488,2028-01-27,-48.0,16.8,810.1,19.1,9,warning
1488,2028-01-27,-48.0,16.8,810.1,19.1,9,warning
1489,2028-01-28,-57.6,13.5,675.4,22.3,10,nominal
1490,2028-01-29,-37.9,17.8,934.2,33.5,2,nominal
1491,2028-01-30,-38.4,-6.0,856.9,6.5,11,nominal
1492,2028-01-31,-55.7,4.9,868.3,31.6,9,warning
1493,2028-02-01,-42.8,-0.0,881.6,31.2,10,nominal
1494,2028-02-02,-40.9,3.2,929.3,21.9,8,nominal
1495,2028-02-03,-56.3,2.7,810.6,31.3,9,nominal
1496,2028-02-04,-56.3,12.5,828.7,13.6,5,nominal
1497,2028-02-05,-66.1,15.3,732.8,11.1,11,nominal
1498,2028-02-06,-36.5,17.4,845.1,21.3,3,nominal
1499,2028-02-07,-44.8,-5.0,819.8,,7,nominal
1500,2028-02-08,-44.4,6.1,809.1,14.4,2,nominal
1501,2028-02-09,-49.5,1.7,712.5,28.1,10,nominal
1502,2028-02-10,-58.2,10.8,916.8,18.5,1,nominal
1503,2028-02-11,-45.4,4.1,752.1,25.8,2,nominal
1504,2028-02-12,-53.9,-1.2,650.7,11.8,0,nominal
1505,2028-02-13,-52.8,7.4,,31.5,5,nominal
1506,2028-02-14,-45.5,12.3,669.2,8.9,7,nominal
1507,2028-02-15,-48.7,13.9,880.2,9.8,,nominal
1508,2028-02-16,-62.2,3.6,,24.5,8,offline
1509,2028-02-17,-46.9,6.3,723.2,6.9,5,nominal
1510,2028-02-18,-60.7,10.2,880.5,,11,nominal
1511,2028-02-19,-51.5,11.6,917.5,27.9,,nominal
1512,2028-02-20,-53.8,17.0,814.5,16.7,8,nominal
1513,2028-02-21,-40.8,-0.7,660.6,3.2,1,nominal
1514,2028-02-22,-38.8,8.3,817.0,31.6,11,nominal
1515,2028-02-23,-42.7,7.8,726.3,14.7,3,nominal
1516,2028-02-24,,19.0,691.2,7.4,11,nominal
1517,2028-02-25,-48.7,11.2,870.8,7.1,10,warning
1518,2028-02-26,,16.7,946.4,12.6,5,nominal
1519,2028-02-27,-39.5,0.7,904.9,5.8,,nominal
1520,2028-02-28,-45.3,0.3,815.9,11.4,1,nominal
1521,2028-02-29,-60.1,11.1,800.8,10.8,6,nominal
1522,2028-03-01,-57.0,6.6,756.5,9.6,1,nominal
1523,2028-03-02,,8.8,923.4,12.3,6,nominal
1524,2028-03-03,-59.0,,811.9,12.7,2,nominal
1525,2028-03-04,-60.5,-4.9,834.4,21.4,1,nominal
1526,2028-03-05,-42.7,5.5,931.5,13.9,8,nominal
1527,2028-03-06,-60.3,7.0,792.5,4.1,9,offline
1528,2028-03-07,-55.0,9.2,806.3,20.2,10,nominal
1529,2028-03-08,-48.0,17.7,854.9,,9,nominal
1530,2028-03-09,-43.4,9.3,747.3,,2,nominal
1531,2028-03-10,,,731.5,20.5,4,nominal
1532,2028-03-11,-55.9,8.5,875.3,16.1,4,nominal
1533,2028-03-12,,17.2,774.4,30.9,4,nominal
1533,2028-03-12,,17.2,774.4,30.9,4,nominal
1534,2028-03-13,-64.0,13.4,938.7,18.0,9,nominal
1535,2028-03-14,-61.0,12.3,712.8,7.2,11,nominal
1536,2028-03-15,-60.2,5.3,707.8,9.9,1,nominal
1537,2028-03-16,-55.0,4.8,922.4,13.2,6,nominal
1538,2028-03-17,-42.7,2.6,722.7,2.9,4,nominal
1539,2028-03-18,-40.0,18.6,722.8,,4,nominal
1540,2028-03-19,-39.9,12.5,696.5,7.3,9,nominal
1541,2028-03-20,-47.7,15.4,837.6,26.9,9,nominal
1542,2028-03-21,-51.6,-3.5,696.7,26.2,0,nominal
1543,2028-03-22,-41.5,,786.3,17.8,2,nominal
1544,2028-03-23,-37.1,-1.3,827.5,17.2,0,nominal
1545,2028-03-24,-39.1,3.3,762.1,10.8,11,nominal
1546,2028-03-25,-64.9,18.5,935.1,2.4,9,nominal
1547,2028-03-26,-44.1,4.9,710.0,2.3,8,nominal
1548,2028-03-27,-60.3,11.8,684.1,25.9,,nominal
1549,2028-03-28,-58.0,6.3,817.0,15.4,,warning
1550,2028-03-29,-41.3,19.7,838.3,21.7,2,nominal
1551,2028-03-30,-45.4,11.1,,13.6,4,nominal
1552,2028-03-31,-60.4,8.4,879.9,11.6,0,nominal
1553,2028-04-01,-51.6,3.4,903.8,28.3,,nominal
1554,2028-04-02,-64.6,3.2,814.0,4.0,3,nominal
1555,2028-04-03,-44.3,11.7,770.0,14.5,0,nominal
1556,2028-04-04,-55.6,17.4,658.4,9.3,5,nominal
1557,2028-04-05,-42.0,15.3,,1.9,4,warning
1558,2028-04-06,-36.7,14.9,883.8,25.0,0,nominal
1559,2028-04-07,-38.7,-3.6,885.0,22.9,4,nominal
1560,2028-04-08,-45.9,12.1,736.7,9.1,1,nominal
1561,2028-04-09,-54.4,8.4,801.2,29.0,2,warning
1562,2028-04-10,-55.7,-4.2,926.6,24.9,5,nominal
1563,2028-04-11,-60.8,1.0,714.3,7.2,9,offline
1564,2028-04-12,-61.6,6.2,793.3,,5,warning
1564,2028-04-12,-61.6,6.2,793.3,,5,warning
1565,2028-04-13,-36.0,-3.4,895.5,27.6,7,nominal
1566,2028-04-14,-47.6,10.2,714.3,12.5,9,nominal
1567,2028-04-15,-38.1,,863.0,9.4,8,nominal
1568,2028-04-16,-60.0,11.7,843.7,9.8,10,nominal
1569,2028-04-17,-40.8,-0.3,724.8,11.1,0,nominal
1570,2028-04-18,-57.2,-4.8,687.4,28.0,9,warning
1571,2028-04-19,-59.7,11.6,786.3,20.9,2,nominal
1572,2028-04-20,-53.0,1.3,772.6,17.2,5,nominal
1573,2028-04-21,-55.0,-3.4,879.5,6.4,10,nominal
1574,2028-04-22,-37.8,18.4,866.9,9.0,2,nominal
1575,2028-04-23,-51.6,12.5,682.2,14.8,9,warning
1576,2028-04-24,-45.7,10.0,643.8,22.7,5,nominal
1577,2028-04-25,-64.3,8.7,890.8,9.4,2,nominal
1578,2028-04-26,-42.2,3.7,723.8,22.7,1,warning
1579,2028-04-27,-53.6,16.7,665.9,20.3,8,nominal
1580,2028-04-28,-40.6,11.1,647.1,14.6,9,nominal
1581,2028-04-29,-50.1,13.6,922.0,22.1,4,nominal
1582,2028-04-30,-56.9,-1.3,,24.5,,nominal
1583,2028-05-01,-61.0,0.5,698.4,32.3,4,warning
1584,2028-05-02,-62.6,5.9,817.5,7.8,6,nominal
1585,2028-05-03,-61.1,11.5,,19.8,0,nominal
1586,2028-05-04,-65.9,-5.9,913.2,,8,nominal
1587,2028-05-05,-56.3,-1.6,705.2,19.3,3,nominal
1588,2028-05-06,-41.8,-1.8,865.1,26.5,0,nominal
1589,2028-05-07,-38.2,15.3,684.4,20.2,3,nominal
1590,2028-05-08,-51.7,16.3,655.9,13.7,1,nominal
1591,2028-05-09,-52.6,-0.1,796.2,32.6,1,nominal
1592,2028-05-10,-59.6,8.9,659.9,20.0,8,warning
1593,2028-05-11,-64.5,5.5,842.3,26.7,,nominal
1594,2028-05-12,-43.8,11.6,877.1,8.9,10,nominal
1595,2028-05-13,-62.7,8.7,916.0,7.4,8,warning
1596,2028-05-14,-50.3,0.9,826.9,9.3,10,nominal
1597,2028-05-15,-38.0,3.4,743.7,9.2,5,nominal
1598,2028-05-16,-49.7,17.1,731.0,10.8,4,warning
1599,2028-05-17,-49.4,8.5,761.1,23.0,2,offline
1600,2028-05-18,-49.6,3.1,633.7,4.3,9,nominal
1601,2028-05-19,-49.7,3.3,649.4,19.5,9,nominal
1602,2028-05-20,-38.6,1.6,746.0,,8,nominal
1603,2028-05-21,-66.7,8.1,824.9,19.8,6,nominal
1604,2028-05-22,,4.4,744.6,13.1,9,nominal
1605,2028-05-23,-64.0,-1.6,792.1,20.6,8,nominal
1606,2028-05-24,-50.7,8.3,845.9,,11,nominal
1607,2028-05-25,-53.9,2.0,628.3,4.5,0,warning
1608,2028-05-26,-44.0,1.5,685.0,31.9,5,nominal
1609,2028-05-27,-51.2,13.7,920.8,,9,nominal
1610,2028-05-28,-53.4,2.8,816.1,5.7,1,nominal
1611,2028-05-29,-40.0,-0.0,913.5,8.6,9,nominal
1612,2028-05-30,-55.6,15.2,671.9,32.9,6,nominal
1613,2028-05-31,-41.6,,901.7,27.8,2,nominal
1614,2028-06-01,-59.0,12.0,699.2,14.0,6,nominal
1615,2028-06-02,,-5.5,868.4,11.7,3,nominal
1616,2028-06-03,-61.4,-3.8,869.4,31.8,0,nominal
1617,2028-06-04,-66.0,9.9,762.0,32.5,10,nominal
1618,2028-06-05,-51.8,-2.0,723.9,14.5,10,nominal
1619,2028-06-06,-57.9,9.6,713.3,17.0,8,nominal
1620,2028-06-07,-52.5,7.6,728.1,22.9,4,nominal
1621,2028-06-08,-45.2,-1.0,880.8,26.9,11,nominal
1622,2028-06-09,,5.8,678.1,,9,nominal
1623,2028-06-10,-52.7,1.9,880.0,7.0,3,nominal
1624,2028-06-11,-53.3,4.0,884.3,29.3,8,nominal
1625,2028-06-12,-52.1,-4.2,822.2,14.4,1,nominal
1626,2028-06-13,-62.1,11.4,851.8,6.5,8,nominal
1627,2028-06-14,-57.5,-6.8,759.9,27.3,2,nominal
1628,2028-06-15,-57.2,5.6,788.3,31.6,10,nominal
1629,2028-06-16,-68.3,,629.7,22.9,5,nominal
1630,2028-06-17,-59.0,-6.9,640.3,22.8,10,nominal
1631,2028-06-18,-53.9,3.6,800.1,33.2,10,nominal
1632,2028-06-19,-44.7,12.8,712.5,26.3,5,offline
1633,2028-06-20,-65.2,1.5,788.6,26.9,9,nominal
1634,2028-06-21,,6.4,885.2,18.6,1,nominal
1635,2028-06-22,-42.0,10.5,849.6,28.8,3,nominal
1636,2028-06-23,-67.3,8.3,803.6,11.3,8,nominal
1637,2028-06-24,,2.4,773.3,13.2,5,nominal
1638,2028-06-25,-41.0,,800.3,10.0,1,nominal
1639,2028-06-26,-57.4,-4.9,857.7,16.2,10,nominal
1640,2028-06-27,,9.0,811.0,10.8,10,nominal
1641,2028-06-28,-70.0,13.6,769.7,30.5,7,nominal
1642,2028-06-29,-53.2,,707.9,21.0,1,nominal
1643,2028-06-30,-49.1,-5.4,629.9,15.2,11,nominal
1644,2028-07-01,-50.0,2.1,788.4,21.9,3,nominal
1645,2028-07-02,-41.5,13.6,860.6,17.8,5,nominal
1646,2028-07-03,-46.3,-4.9,753.9,10.4,,nominal
1647,2028-07-04,-67.0,1.7,679.2,19.4,7,nominal
1648,2028-07-05,-71.0,11.8,695.3,20.4,6,nominal
1649,2028-07-06,-52.5,6.2,894.0,14.4,3,nominal
1650,2028-07-07,-42.1,12.8,,24.8,8,nominal
1651,2028-07-08,-58.8,11.9,758.1,7.8,10,nominal
1652,2028-07-09,-47.7,11.6,777.5,21.9,0,nominal
1653,2028-07-10,-52.9,5.6,605.6,9.8,8,nominal
1654,2028-07-11,-62.2,12.3,637.6,25.8,5,nominal
1655,2028-07-12,-66.0,4.2,731.0,21.1,8,nominal
1656,2028-07-13,-49.0,-11.1,694.6,10.8,8,offline
1657,2028-07-14,-49.7,11.9,669.4,11.5,6,nominal
1658,2028-07-15,-54.1,3.3,636.0,33.0,3,nominal
1659,2028-07-16,-68.4,-5.7,651.8,5.6,4,nominal
1660,2028-07-17,,-3.6,739.8,4.6,4,nominal
1661,2028-07-18,-69.6,-7.2,682.1,34.2,3,nominal
1662,2028-07-19,-53.7,-9.1,825.6,20.6,7,nominal
1663,2028-07-20,-46.9,1.5,661.3,,1,nominal
1664,2028-07-21,-52.1,3.9,651.2,7.1,8,nominal
1665,2028-07-22,-66.6,-1.2,643.8,,11,nominal
1666,2028-07-23,-49.8,-7.3,866.5,16.5,,nominal
1667,2028-07-24,-59.4,1.8,607.1,,3,nominal
1668,2028-07-25,-55.0,-11.2,823.4,5.0,,nominal
1669,2028-07-26,,8.6,793.7,18.7,2,nominal
1670,2028-07-27,-51.4,6.1,896.4,,2,nominal
1671,2028-07-28,-66.5,-12.5,889.8,28.5,4,nominal
1672,2028-07-29,-62.0,-10.3,650.1,31.0,,offline
1673,2028-07-30,-65.9,4.5,729.2,28.9,2,nominal
1674,2028-07-31,-71.4,8.9,,5.9,7,nominal
1675,2028-08-01,,6.4,702.2,19.7,1,nominal
1676,2028-08-02,-58.3,8.6,621.3,27.6,8,nominal
1677,2028-08-03,-66.9,-0.7,830.9,30.6,,warning
1678,2028-08-04,-58.9,-6.9,670.7,18.6,3,nominal
1679,2028-08-05,-60.1,0.7,762.8,5.8,4,nominal
1680,2028-08-06,-48.1,9.4,710.1,32.0,10,nominal
1681,2028-08-07,-62.0,-3.9,876.9,18.2,1,nominal
1682,2028-08-08,-49.5,-11.0,890.6,9.0,11,nominal
1683,2028-08-09,-49.0,3.7,591.4,3.6,8,nominal
1684,2028-08-10,-57.7,-0.2,591.4,,9,nominal
1685,2028-08-11,-50.1,-6.0,815.8,21.6,3,nominal
1686,2028-08-12,,-1.3,727.4,24.2,0,nominal
1687,2028-08-13,-73.4,5.5,862.0,15.4,4,nominal
1688,2028-08-14,-60.6,1.1,663.3,6.1,1,warning
1689,2028-08-15,-66.6,0.4,754.7,13.6,4,nominal
1690,2028-08-16,-70.6,-9.8,842.1,,5,nominal
1691,2028-08-17,-48.1,-1.2,662.4,19.8,11,nominal
1692,2028-08-18,-72.4,5.5,803.1,26.6,11,offline
1693,2028-08-19,-61.3,-1.8,816.5,31.2,2,nominal
1694,2028-08-20,-67.1,-13.4,654.2,29.5,10,nominal
1695,2028-08-21,-76.7,-14.8,771.4,31.8,8,nominal
1696,2028-08-22,-58.2,2.6,877.4,,0,nominal
1697,2028-08-23,-72.0,-15.8,712.6,,1,nominal
1698,2028-08-24,-55.0,-12.9,879.3,5.6,11,nominal
1699,2028-08-25,-61.5,-8.1,733.1,14.5,5,nominal
1700,2028-08-26,-66.2,-16.5,845.9,21.2,2,nominal
1701,2028-08-27,-74.5,-15.5,653.9,12.5,11,offline
1702,2028-08-28,-70.1,-9.1,870.8,3.9,6,nominal
1703,2028-08-29,-64.3,5.8,700.3,30.9,8,nominal
1704,2028-08-30,-66.1,-14.3,620.6,30.7,9,nominal
1705,2028-08-31,-54.6,-11.0,,3.5,2,nominal
1706,2028-09-01,-54.2,-10.8,750.5,30.8,2,nominal
1707,2028-09-02,-66.0,-0.1,693.9,5.5,1,nominal
1708,2028-09-03,-68.0,-9.8,752.4,6.0,6,nominal
1709,2028-09-04,-58.7,-3.5,811.7,17.2,1,nominal
1710,2028-09-05,-68.9,-4.3,665.3,26.9,8,nominal
1711,2028-09-06,-49.3,-9.0,838.5,1.1,1,nominal
1712,2028-09-07,-59.6,-12.3,818.9,6.1,0,nominal
1713,2028-09-08,-54.7,-13.4,620.5,21.8,10,nominal
1714,2028-09-09,-76.4,-8.4,825.9,19.0,0,nominal
1715,2028-09-10,-65.4,-16.7,609.1,20.9,11,nominal
1716,2028-09-11,-76.6,-4.0,693.0,28.0,5,warning
1717,2028-09-12,-62.5,-12.8,869.7,14.0,8,nominal
1718,2028-09-13,-69.8,-11.6,625.5,3.6,,nominal
1719,2028-09-14,-76.1,-8.5,,21.6,7,nominal
1720,2028-09-15,-61.9,4.1,621.4,27.0,10,nominal
1721,2028-09-16,-76.9,-15.5,676.3,7.1,7,nominal
1722,2028-09-17,,-2.5,739.0,23.9,7,nominal
1722,2028-09-17,,-2.5,739.0,23.9,7,nominal
1723,2028-09-18,-57.7,-15.4,692.4,6.1,1,nominal
1724,2028-09-19,-70.3,-9.5,693.0,14.8,6,nominal
1725,2028-09-20,-55.5,1.8,682.5,23.1,2,nominal
1726,2028-09-21,-69.5,-21.1,851.0,7.3,5,nominal
1727,2028-09-22,-76.6,-0.1,783.2,21.7,9,nominal
1728,2028-09-23,-74.8,-21.2,845.8,23.1,9,nominal
1729,2028-09-24,-79.4,-9.7,681.0,25.3,8,nominal
1730,2028-09-25,,-13.5,664.1,3.9,0,nominal
1731,2028-09-26,-58.8,-18.0,722.5,25.5,6,nominal
1732,2028-09-27,-78.6,-8.3,593.3,14.8,7,nominal
1733,2028-09-28,-79.2,-13.1,616.5,27.0,10,nominal
1734,2028-09-29,-77.6,-2.6,700.2,,5,offline
1735,2028-09-30,-79.3,-10.9,587.7,16.6,1,nominal
1736,2028-10-01,-75.6,-5.9,587.3,4.6,5,nominal
1737,2028-10-02,-80.5,-15.1,822.6,22.9,10,nominal
1738,2028-10-03,-62.2,-12.7,612.5,15.4,8,nominal
1739,2028-10-04,-69.6,-0.6,772.9,6.2,1,warning
1740,2028-10-05,-70.5,-19.6,748.7,8.5,8,nominal
1741,2028-10-06,-82.3,-16.6,842.8,17.8,6,nominal
1742,2028-10-07,-75.5,-14.7,574.5,17.9,9,offline
1743,2028-10-08,-65.6,-12.2,852.0,25.5,5,nominal
1744,2028-10-09,-65.7,-12.0,779.4,12.7,2,nominal
1745,2028-10-10,-75.9,-2.6,708.9,28.2,11,nominal
1746,2028-10-11,-79.4,-21.3,794.0,27.6,5,nominal
1747,2028-10-12,-82.3,-16.6,750.2,90.3,1,nominal
1748,2028-10-13,-55.9,-3.2,851.5,2.9,9,nominal
1749,2028-10-14,-60.4,-23.9,863.6,29.4,,warning
1750,2028-10-15,-82.2,-12.8,830.3,,3,nominal
1751,2028-10-16,-84.2,-23.7,738.9,9.1,6,nominal
1752,2028-10-17,,-20.7,647.2,16.3,3,nominal
1753,2028-10-18,-75.0,-23.3,827.6,21.5,9,nominal
1754,2028-10-19,-63.9,-0.1,711.0,19.3,,nominal
1755,2028-10-20,-55.8,-11.0,691.4,6.9,6,warning
1756,2028-10-21,-68.6,-17.6,,20.9,4,nominal
1757,2028-10-22,-68.9,-17.8,562.9,25.8,5,offline
1758,2028-10-23,-57.8,-11.3,814.5,8.5,0,nominal
1759,2028-10-24,-61.1,-10.1,645.3,19.7,0,nominal
1760,2028-10-25,-85.5,-21.5,668.4,4.7,5,nominal
1761,2028-10-26,-79.0,-17.4,659.5,25.1,0,nominal
1762,2028-10-27,-62.4,-10.3,787.1,11.0,,nominal
1763,2028-10-28,-69.9,-17.4,784.3,19.8,10,nominal
1764,2028-10-29,-59.8,-24.8,794.1,26.3,6,nominal
1765,2028-10-30,-79.0,-13.9,619.2,18.3,4,nominal
1766,2028-10-31,-60.4,-10.4,729.4,30.9,5,nominal
1767,2028-11-01,-79.7,-14.5,628.9,16.0,6,nominal
1768,2028-11-02,-75.2,-4.3,601.5,,9,nominal
1769,2028-11-03,-67.0,-4.8,829.4,13.5,2,nominal
1770,2028-11-04,-77.0,-26.7,586.7,10.4,2,nominal
1771,2028-11-05,-73.8,-4.1,696.5,8.3,7,nominal
1772,2028-11-06,-84.4,-13.5,770.4,11.8,10,nominal
1773,2028-11-07,-87.1,-8.0,702.7,5.5,7,nominal
1774,2028-11-08,-69.7,-2.8,686.5,7.2,9,nominal
1775,2028-11-09,-85.8,-14.5,748.2,27.9,5,warning
1776,2028-11-10,-66.7,-9.9,700.4,16.5,2,nominal
1777,2028-11-11,-76.9,-4.7,815.5,23.6,5,warning
1778,2028-11-12,-61.8,-27.7,588.4,10.0,11,nominal
1779,2028-11-13,-71.4,-23.3,784.5,30.9,10,nominal
1780,2028-11-14,-79.5,-13.8,734.3,28.2,9,warning
1781,2028-11-15,-76.3,-21.7,805.2,14.9,0,nominal
1782,2028-11-16,-87.8,-22.6,578.1,26.7,1,nominal
1783,2028-11-17,-79.5,-16.9,,22.4,6,nominal
1784,2028-11-18,-68.8,-20.6,639.6,8.0,10,offline
1785,2028-11-19,-80.2,-11.0,769.0,15.3,0,nominal
1786,2028-11-20,-76.0,-25.1,621.7,8.1,3,nominal
1787,2028-11-21,-60.0,-21.4,836.3,26.2,6,nominal
1788,2028-11-22,,-12.6,671.0,15.7,6,offline
1789,2028-11-23,-70.4,-28.0,637.5,17.7,1,nominal
1790,2028-11-24,-64.2,-16.9,738.7,10.5,4,warning
1791,2028-11-25,-66.2,-27.4,702.8,11.4,5,nominal
1792,2028-11-26,-72.3,-4.5,603.4,31.1,8,nominal
1793,2028-11-27,-81.1,,612.9,17.9,11,nominal
1794,2028-11-28,-63.4,-14.0,647.3,27.2,4,nominal
1795,2028-11-29,-64.7,,787.5,19.3,1,nominal
1796,2028-11-30,-87.1,-24.3,704.6,32.2,4,nominal
1797,2028-12-01,-64.7,-5.9,658.3,17.4,6,nominal
1798,2028-12-02,-63.0,-10.5,663.1,13.9,11,nominal
1799,2028-12-03,-85.7,-18.3,,22.3,1,nominal
1800,2028-12-04,-73.4,,845.4,15.9,6,nominal
1801,2028-12-05,-72.6,-24.2,560.5,19.5,7,warning
1802,2028-12-06,-74.0,-27.1,772.7,17.6,7,nominal
1803,2028-12-07,-71.2,,617.5,27.8,10,nominal
1804,2028-12-08,-81.5,-10.3,760.9,25.8,8,offline
1805,2028-12-09,-81.1,-30.2,753.0,14.1,2,nominal
1806,2028-12-10,-116.5,21.0,715.2,17.0,11,nominal
1807,2028-12-11,-68.1,-16.5,840.2,31.9,0,nominal
1808,2028-12-12,-72.6,-14.2,721.5,21.1,2,nominal
1809,2028-12-13,-68.0,-25.3,578.5,27.1,0,nominal
1810,2028-12-14,-86.5,-26.1,759.9,21.0,10,nominal
1811,2028-12-15,-61.6,-16.3,556.9,13.4,9,nominal
1812,2028-12-16,-81.2,-17.9,608.0,16.0,9,nominal
1813,2028-12-17,-83.2,-11.8,794.5,25.8,11,warning
1814,2028-12-18,-65.8,-31.4,741.1,33.5,4,nominal
1815,2028-12-19,-68.9,-8.6,581.7,24.4,4,offline
1816,2028-12-20,-81.9,-26.8,685.4,6.3,7,nominal
1817,2028-12-21,-90.4,-31.1,739.4,5.8,10,nominal
1818,2028-12-22,-86.7,,639.4,13.8,8,nominal
1819,2028-12-23,-72.2,-7.9,835.9,,10,nominal
1820,2028-12-24,-71.5,-14.1,815.8,16.3,1,nominal
1821,2028-12-25,-67.0,-26.2,586.4,6.4,2,nominal
1822,2028-12-26,-74.4,-16.5,,12.3,8,warning
1822,2028-12-26,-74.4,-16.5,,12.3,8,warning
1823,2028-12-27,-83.5,-15.8,747.6,13.6,10,nominal
1824,2028-12-28,-85.7,-23.3,552.9,21.2,4,nominal
1825,2028-12-29,-73.0,-21.3,589.7,27.2,3,nominal
1826,2028-12-30,-85.9,-13.5,626.9,27.2,,nominal
1827,2028-12-31,-85.3,-22.6,760.6,29.8,8,nominal
1828,2029-01-01,-77.2,,763.8,16.8,3,nominal
1829,2029-01-02,-63.7,-22.6,725.7,8.3,9,nominal
1830,2029-01-03,-88.8,-31.6,627.0,,6,nominal
1831,2029-01-04,-90.7,-21.6,829.5,21.9,2,nominal
1832,2029-01-05,-73.3,-29.1,824.5,22.4,11,nominal
1833,2029-01-06,-76.4,-21.5,698.6,22.6,,offline
1834,2029-01-07,-64.7,-12.9,818.6,28.6,1,nominal
1835,2029-01-08,,-23.1,558.8,31.1,4,nominal
1836,2029-01-09,-74.7,-14.6,570.2,27.9,11,nominal
1837,2029-01-10,-86.8,-30.4,611.2,28.4,7,nominal
1838,2029-01-11,-77.2,-17.3,799.9,15.5,2,offline
1839,2029-01-12,,-17.2,566.7,9.5,5,nominal
1840,2029-01-13,-90.4,-9.9,717.7,22.5,2,nominal
1841,2029-01-14,-74.1,-12.1,670.8,,0,nominal
1842,2029-01-15,-81.3,-10.2,679.3,13.8,7,nominal
1843,2029-01-16,-68.3,-25.9,788.8,13.0,4,nominal
1844,2029-01-17,-75.2,-12.5,579.3,5.2,7,nominal
1845,2029-01-18,-81.2,-14.8,778.8,9.0,0,nominal
1846,2029-01-19,-76.1,-21.0,608.3,17.3,3,nominal
1847,2029-01-20,-85.3,-18.7,784.2,18.3,0,nominal
1848,2029-01-21,-92.0,-9.7,551.9,28.5,,nominal
1849,2029-01-22,-66.4,-20.1,784.8,14.1,7,warning
1850,2029-01-23,-83.5,-29.2,627.2,21.4,1,nominal
1851,2029-01-24,-72.0,-31.7,819.1,16.8,4,warning
1852,2029-01-25,-82.2,-18.0,797.0,3.2,4,nominal
1853,2029-01-26,-84.8,-20.7,846.1,32.9,3,nominal
1854,2029-01-27,,-19.5,668.9,7.8,11,warning
1855,2029-01-28,-65.8,-18.6,758.9,3.6,7,nominal
1856,2029-01-29,-65.2,-24.8,758.6,24.1,3,nominal
1857,2029-01-30,-76.2,-22.6,630.1,3.4,8,nominal
1858,2029-01-31,-77.6,-9.6,563.9,7.8,10,warning
1859,2029-02-01,-75.6,-10.0,810.9,5.0,3,warning
1860,2029-02-02,-86.2,-26.0,565.5,7.4,6,nominal
1861,2029-02-03,-80.9,-17.4,,6.9,5,nominal
1862,2029-02-04,-73.2,-27.1,769.5,31.1,0,nominal
1863,2029-02-05,-81.3,-33.0,668.8,4.5,9,nominal
1864,2029-02-06,-83.0,-24.4,,7.6,,warning
1865,2029-02-07,-72.2,-32.8,,2.6,5,nominal
1866,2029-02-08,-93.2,-11.5,567.6,9.2,6,nominal
1867,2029-02-09,-75.5,,680.9,,9,nominal
1868,2029-02-10,,-14.6,623.5,2.8,5,nominal
1869,2029-02-11,-72.0,-20.5,761.3,,1,nominal
1870,2029-02-12,-81.9,-31.4,842.7,12.2,7,nominal
1871,2029-02-13,-93.5,-27.6,719.8,19.8,11,nominal
1872,2029-02-14,-91.2,-21.1,669.7,20.4,8,nominal
1873,2029-02-15,-90.1,-30.6,791.3,12.6,1,nominal
1874,2029-02-16,,,679.2,5.6,8,nominal
1875,2029-02-17,-67.8,,592.7,11.9,,nominal
1876,2029-02-18,-81.7,-17.9,744.0,3.9,7,nominal
1877,2029-02-19,-101.6,26.8,616.5,18.8,4,nominal
1878,2029-02-20,-88.5,-17.9,649.9,29.2,7,nominal
1879,2029-02-21,-75.6,-21.8,726.7,12.9,11,nominal
1880,2029-02-22,-78.3,-30.1,650.9,,4,nominal
1881,2029-02-23,-93.5,-30.3,627.3,23.1,7,nominal
1882,2029-02-24,-92.0,-30.3,562.3,11.5,7,nominal
1883,2029-02-25,-88.6,-17.9,617.9,30.5,6,nominal
1884,2029-02-26,-90.1,-25.1,796.2,29.4,6,nominal
1885,2029-02-27,-76.3,-17.3,622.4,,5,nominal
1886,2029-02-28,-74.3,-35.0,682.4,6.0,2,nominal
1887,2029-03-01,-77.3,-31.3,738.1,24.2,7,nominal
1888,2029-03-02,-68.1,-33.6,833.6,9.8,,warning
1889,2029-03-03,-73.5,-25.2,641.4,7.4,10,nominal
1890,2029-03-04,-91.2,-23.8,696.3,6.2,1,nominal
1891,2029-03-05,-86.0,-23.0,834.2,13.4,3,nominal
1892,2029-03-06,-76.3,-15.1,597.3,8.9,11,nominal
1893,2029-03-07,-86.9,-18.1,817.5,14.5,,nominal
1894,2029-03-08,-67.2,-14.2,561.3,1.6,11,nominal
1895,2029-03-09,-66.7,-12.9,796.1,28.9,11,nominal
1896,2029-03-10,-91.8,-11.8,852.0,21.6,9,warning
1897,2029-03-11,-71.3,-28.5,832.1,,0,nominal
1898,2029-03-12,-73.9,-18.4,601.1,13.3,6,nominal
1899,2029-03-13,-91.9,-32.4,774.0,18.5,8,nominal
1900,2029-03-14,-84.7,-28.6,559.9,3.2,10,nominal
1901,2029-03-15,-70.4,-10.6,769.9,10.2,7,nominal
1902,2029-03-16,-72.5,-17.5,578.5,16.6,8,nominal
