accident_id,date,time,day_of_week,road_type,speed_limit,weather_conditions,light_conditions,road_surface,number_of_vehicles,number_of_casualties,severity,latitude,longitude,local_authority,urban_rural
ACC01007,2023-07-30,08:24,Sunday,Dual carriageway,40,Fog or mist,Darkness - lights lit,Snow,2,1,Slight,50.553845,-1.570977,Nottingham,Urban
ACC01008,2023-12-01,17:38,Friday,Dual carriageway,20,Fine no high winds,Darkness - lights unlit,Dry,1,1,Slight,52.881908,-0.533796,Greenwich,Rural
ACC01009,2023-04-24,13:01,Monday,Single carriageway,40,Fine no high winds,Daylight,Dry,5,2,Slight,53.199631,-3.209883,Norwich,Urban
ACC01010,2023-01-10,17:07,Tuesday,Single carriageway,20,Raining with high winds,Daylight,Dry,1,1,Slight,50.311936,-4.741599,Sheffield,Rural
ACC01011,2023-03-07,20:27,Tuesday,Single carriageway,40,Fine no high winds,Daylight,Dry,2,1,Serious,54.148915,-5.613537,York,Rural
ACC01012,2023-06-09,12:56,Friday,Dual carriageway,70,Fine no high winds,Daylight,,2,1,Slight,52.220352,1.547947,Lambeth,Rural
ACC01013,08/06/2023,04:16,Thursday,Dual carriageway,40,Snowing no high winds,Darkness - lights unlit,Dry,2,1,Slight,50.946455,-3.316123,Lambeth,Urban
ACC01014,2023-08-03,12:59,Thursday,Roundabout,50,Fine no high winds,Daylight,Wet or damp,5,5,Fatal,55.100062,0.929056,Cambridge,Rural
ACC01015,2023-12-06,16:40,Wednesday,Dual carriageway,40,Fine no high winds,Daylight,Snow,4,1,Serious,51.759187,-1.45781,Coventry,Urban
ACC01016,2023-07-13,03:09,Thursday,Single carriageway,40,Other,Darkness - lights unlit,Wet or damp,2,3,Slight,52.07012,-1.38876,Manchester,Urban
ACC01017,2023-02-21,19:31,Tuesday,Dual carriageway,60,Snowing no high winds,Daylight,Flood over 3cm deep,1,1,Slight,51.35431,-4.009895,Cheltenham,Urban
ACC01018,2023-08-03,12:25,Thursday,Dual carriageway,20,Raining no high winds,Daylight,,5,1,Slight,54.72803,-2.916975,Leeds,Urban
ACC01019,2023-11-09,16:27,Thursday,Single carriageway,,Raining with high winds,Daylight,Dry,3,2,Serious,52.233293,1.705907,Leeds,Urban
ACC01020,2023-01-26,08:02,Thursday,Single carriageway,30,Fine no high winds,Darkness - no lighting,Dry,2,3,Serious,54.335724,-1.277295,Plymouth,Rural
ACC01021,2023-07-01,19:48,Saturday,Single carriageway,60,Fine no high winds,Daylight,Wet or damp,3,2,Serious,,,Westminster,Urban
ACC01022,2023-08-30,17:33,Wednesday,Slip road,60,Unknown,Daylight,Frost or ice,1,1,Slight,54.147341,-2.190388,Cambridge,Urban
ACC01023,2023-03-08,21:38,Wednesday,One way street,40,Raining with high winds,Darkness - no lighting,Dry,2,1,slight,50.233847,0.8873,Norwich,Urban
ACC01024,2023-07-07,14:55,Friday,Motorway,20,Fine no high winds,Daylight,Wet or damp,2,1,Slight,51.237066,-2.73554,Manchester,Urban
ACC01025,2023-07-15,14:16,Saturday,One way street,70,Raining with high winds,Daylight,Snow,3,2,Slight,50.384501,-1.051922,Wandsworth,Urban
ACC01026,2023-02-15,14:07,Wednesday,One way street,40,Fine no high winds,Darkness - lights unlit,Dry,1,4,Slight,51.146225,-5.351845,Reading,Urban
ACC01027,2023-04-24,09:34,Monday,Dual carriageway,60,Fine no high winds,Daylight,Dry,1,4,Slight,53.483985,0.371172,Westminster,Urban
ACC01028,2023-10-09,22:18,Monday,One way street,30,Fine no high winds,Darkness - lights lit,Dry,2,1,Slight,51.889939,0.45139,Nottingham,Rural
ACC01029,2023-03-04,12:35,Saturday,Roundabout,40,Unknown,Daylight,Dry,2,1,Serious,55.264123,-3.228632,Lambeth,Urban
ACC01030,2023-07-12,20:02,Wednesday,Slip road,30,Fine no high winds,Darkness - lights unlit,Dry,2,3,Slight,54.398595,0.619319,Glasgow,Urban
ACC01031,2023-04-15,09:29,Saturday,single carriageway,40,Raining no high winds,Darkness - lights lit,Frost or ice,2,2,Slight,52.790696,-0.280049,Liverpool,Urban
ACC01032,2023-02-07,16:54,Tuesday,Roundabout,60,Other,Daylight,Snow,1,2,Slight,51.505449,-0.061944,Reading,Rural
ACC01033,2023-08-02,12:00,Wednesday,Slip road,70,Raining no high winds,Daylight,Dry,2,1,Slight,55.469859,-4.138156,Norwich,Rural
ACC01034,2023-09-16,19:03,Saturday,One way street,70,Unknown,Daylight,Wet or damp,2,4,Slight,53.429666,-3.94683,Tower Hamlets,Urban
ACC01035,2023-11-06,15:12,Monday,One way street,30,Raining no high winds,Darkness - no lighting,Snow,4,3,Slight,51.112742,-0.778218,Bradford,Rural
ACC01036,2023-05-11,16:37,Thursday,Single carriageway,,Snowing no high winds,Darkness - lights lit,Dry,3,1,Slight,54.347559,-4.723216,Liverpool,Urban
ACC01037,2023-08-26,20:56,Saturday,Slip road,50,Fog or mist,Daylight,Frost or ice,1,1,Slight,50.914165,0.922807,Glasgow,Urban
ACC01038,2023-02-23,18:00,Thursday,Dual carriageway,70,Fine no high winds,Daylight,Dry,3,2,Fatal,54.609338,-5.595644,Nottingham,Urban
ACC01039,2023-08-19,00:58,Saturday,Dual carriageway,30,Raining no high winds,Daylight,Frost or ice,3,1,Slight,53.974455,1.360217,Leicester,Rural
ACC01040,2023-04-25,14:10,Tuesday,Dual carriageway,,Raining no high winds,Daylight,Flood over 3cm deep,1,1,Fatal,50.188566,-2.717261,Bradford,Urban
ACC01041,2023-12-24,23:38,Sunday,Dual carriageway,30,Raining with high winds,Daylight,Frost or ice,2,3,Slight,55.189885,-4.815953,Swansea,Urban
ACC01042,2023-08-09,14:25,Wednesday,Roundabout,30,Raining with high winds,Daylight,Flood over 3cm deep,2,1,SLIGHT,53.41105,-3.714188,Sunderland,Rural
ACC01043,2023-08-03,11:48,Thursday,One way street,20,Fine no high winds,,Flood over 3cm deep,1,2,Slight,53.27726,0.618035,Birmingham,Rural
ACC01044,2023-05-02,08:16,Tuesday,Motorway,70,Fine no high winds,Daylight,Dry,3,1,Slight,51.434144,-4.400151,Birmingham,Urban
ACC01045,2023-01-31,09:14,Tuesday,Roundabout,40,Raining no high winds,Daylight,Dry,3,2,Serious,54.689509,-3.563722,Liverpool,Rural
ACC01046,2023-03-25,04:00,Saturday,Motorway,20,Raining no high winds,Darkness - lighting unknown,Dry,1,3,Slight,54.36542,-5.021506,Cheltenham,Urban
ACC01047,2023-03-10,03:09,Friday,Dual carriageway,60,Raining no high winds,Daylight,Dry,2,1,Slight,51.61156,-5.208251,Westminster,Rural
ACC01048,2023-11-15,03:37,Wednesday,Single carriageway,30,Raining no high winds,Darkness - no lighting,Dry,3,1,Slight,51.346291,-2.694133,York,Urban
ACC01049,2023-03-14,19:27,Tuesday,Single carriageway,,Fine no high winds,Daylight,Dry,2,1,Serious,55.233837,-3.334462,Greenwich,Urban
ACC01050,2023-01-06,13:13,Friday,Single carriageway,30,Fog or mist,Daylight,Wet or damp,2,3,Serious,54.937844,-2.061642,Cheltenham,Rural
ACC01051,2023-03-09,16:32,Thursday,Motorway,30,Unknown,Darkness - lights lit,Wet or damp,3,2,Slight,53.426064,-0.180347,Westminster,Urban
ACC01052,2023-04-17,05:37,Monday,Motorway,50,Raining no high winds,Daylight,Wet or damp,3,5,Slight,51.973701,-0.326913,Leicester,Rural
ACC01053,2023-09-29,18:34,Friday,Single carriageway,40,Unknown,Darkness - lights unlit,Frost or ice,1,3,Slight,54.290005,-3.704059,Southampton,Urban
ACC01054,2023-06-13,02:50,Tuesday,One way street,30,Snowing no high winds,Daylight,Dry,2,1,Slight,53.093045,-3.054984,Sunderland,Rural
ACC01055,2023-05-09,20:00,Tuesday,Single carriageway,30,Fine no high winds,Daylight,Wet or damp,1,2,Slight,53.445326,0.210458,Wolverhampton,Rural
ACC01056,2023-06-25,01:37,Sunday,Roundabout,50,Fine no high winds,Daylight,Dry,2,1,Slight,50.108826,-3.963005,Hackney,Urban
ACC01057,2023-03-10,17:05,Friday,Single carriageway,70,Fine no high winds,Darkness - lights unlit,Dry,2,1,Slight,55.404233,-4.623254,Portsmouth,Urban
ACC01058,2023-08-31,04:25,Thursday,Dual carriageway,30,Unknown,Darkness - lighting unknown,Wet or damp,1,2,Slight,52.685567,-4.200861,York,Urban
ACC01059,2023-04-12,03:00,Wednesday,Dual carriageway,40,Unknown,Daylight,Snow,2,4,Slight,52.256719,-3.629837,Leicester,Urban
ACC01060,2023-09-02,01:27,Saturday,dual carriageway,40,Fog or mist,Darkness - lights lit,Dry,2,1,Slight,55.103997,0.36639,Southampton,Urban
ACC01061,2023-11-14,06:11,Tuesday,Dual carriageway,30,Fine no high winds,Daylight,Wet or damp,2,1,Slight,54.474675,-5.116729,Portsmouth,Urban
ACC01062,11/05/2023,12:10,Thursday,Roundabout,40,Snowing no high winds,Darkness - lights lit,Dry,2,3,Slight,53.244589,-5.389032,Plymouth,Urban
ACC01063,2023-11-01,14:55,Wednesday,Roundabout,70,Raining no high winds,Darkness - no lighting,Wet or damp,2,1,Slight,51.359844,0.151724,Wolverhampton,Urban
ACC01064,2023-01-26,14:40,Thursday,One way street,30,Fine no high winds,Daylight,,2,4,Slight,51.599683,-2.272227,Oxford,Rural
ACC01065,2023-08-01,04:43,Tuesday,One way street,30,Raining no high winds,,Dry,2,1,Slight,53.01291,0.423573,Wolverhampton,Rural
ACC01066,2023-01-06,09:21,Friday,Single carriageway,60,Other,Darkness - lighting unknown,Snow,1,5,Slight,52.389005,0.917268,Islington,Urban
ACC01067,2023-04-19,08:41,Wednesday,Slip road,70,Fine no high winds,Daylight,Snow,2,3,Slight,53.178363,-4.682705,Manchester,Rural
ACC01068,2023-09-20,20:32,Wednesday,One way street,40,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,3,Slight,52.245823,-0.064276,Ipswich,Rural
ACC01069,2023-09-04,00:47,Monday,Roundabout,70,Raining no high winds,Daylight,Wet or damp,2,1,Slight,54.027922,-5.25988,Norwich,Rural
ACC01070,2023-07-20,16:48,Thursday,Single carriageway,50,Fine no high winds,Daylight,Frost or ice,2,3,Fatal,51.028406,0.577334,Derby,Urban
ACC01071,2023-12-26,12:49,Tuesday,Dual carriageway,60,Fine no high winds,Darkness - no lighting,Dry,2,3,Slight,53.542327,-4.412882,Cheltenham,Urban
ACC01072,14/02/2023,07:20,Tuesday,Dual carriageway,70,Other,Daylight,Dry,2,3,Fatal,55.67469,-2.327691,Swansea,Rural
ACC01073,2023-11-07,08:14,Tuesday,Motorway,60,Unknown,Darkness - lights lit,Dry,3,2,Slight,52.702269,-1.659171,Cambridge,Rural
ACC01074,2023-12-14,09:33,Thursday,Single carriageway,30,Raining no high winds,Darkness - lights lit,Dry,4,2,Slight,51.905692,-4.202151,Bath,Urban
ACC01075,2023-01-25,18:40,Wednesday,Motorway,20,Snowing no high winds,Daylight,Frost or ice,2,1,Slight,53.483702,-2.590357,Manchester,Urban
ACC01076,2023-03-17,21:37,Friday,Roundabout,70,Fine no high winds,Darkness - no lighting,Wet or damp,1,1,Slight,52.453298,-1.257478,Wandsworth,Rural
ACC01077,2023-10-13,07:53,Friday,Single carriageway,30,Fog or mist,Daylight,Frost or ice,1,3,Slight,55.766739,-2.540406,Newcastle upon Tyne,Urban
ACC01078,2023-09-25,15:57,Monday,Single carriageway,30,Fine no high winds,Daylight,Wet or damp,3,4,slight,51.729888,-0.767779,Glasgow,Urban
ACC01079,2023-05-08,09:58,Monday,Dual carriageway,70,Raining with high winds,Darkness - lights unlit,Dry,2,1,Serious,50.004461,1.187181,Leicester,Urban
ACC01080,2023-12-24,08:32,Sunday,Single carriageway,60,Raining with high winds,Darkness - lights lit,Wet or damp,2,5,Slight,54.797,-3.66017,Brighton and Hove,Rural
ACC01081,2023-05-22,12:26,Monday,Single carriageway,30,Fine no high winds,Daylight,Snow,1,1,Serious,53.50505,-1.013029,Reading,Rural
ACC01082,2023-12-08,04:47,Friday,Single carriageway,40,Fine no high winds,Darkness - lighting unknown,Snow,2,5,Fatal,,,Cambridge,Rural
ACC01083,2023-07-13,18:58,Thursday,Single carriageway,70,Unknown,Darkness - lighting unknown,Dry,2,3,Serious,55.017936,-2.701371,Brighton and Hove,Rural
ACC01084,2023-05-07,16:03,Sunday,Motorway,40,Fog or mist,Daylight,Dry,2,2,Slight,55.66108,-1.203821,Lewisham,Urban
ACC01085,2023-12-24,12:09,Sunday,Single carriageway,40,Unknown,Daylight,Dry,3,2,Fatal,50.410158,-3.446108,Camden,Urban
ACC01086,2023-01-17,17:27,Tuesday,Roundabout,,Raining no high winds,Darkness - lights lit,Dry,3,2,Slight,51.721739,-5.614826,Derby,Urban
ACC01087,2023-08-07,12:39,Monday,Dual carriageway,60,Fog or mist,Darkness - lights unlit,Dry,4,2,SERIOUS,55.343059,1.642477,Islington,Urban
ACC01088,2023-01-02,13:26,Monday,Single carriageway,60,Raining no high winds,Darkness - lights lit,Frost or ice,2,3,Slight,54.92753,-5.649543,Sheffield,Urban
ACC01089,2023-12-05,12:06,Tuesday,Single carriageway,20,Raining with high winds,Darkness - no lighting,,2,1,Serious,55.74536,-3.077911,Bristol,Rural
ACC01090,2023-11-15,18:38,Wednesday,single carriageway,70,Fine no high winds,Darkness - lighting unknown,Frost or ice,2,1,Slight,51.729966,-4.321136,Leicester,Urban
ACC01091,2023-08-16,17:26,Wednesday,Single carriageway,30,Raining no high winds,Daylight,Dry,2,1,Slight,50.442055,-0.022083,Hackney,Rural
ACC01092,2023-12-22,18:10,Friday,Motorway,70,Raining no high winds,Daylight,Wet or damp,2,1,Slight,50.214829,0.404573,Norwich,Urban
ACC01093,2023-08-20,18:51,Sunday,One way street,70,Raining no high winds,Daylight,Dry,4,1,Serious,54.763297,-5.679804,Leicester,Urban
ACC01094,2023-10-04,16:48,Wednesday,Dual carriageway,70,Unknown,Darkness - lighting unknown,Dry,2,3,Slight,53.949641,-1.285752,Oxford,Urban
ACC01095,2023-07-24,08:40,Monday,Single carriageway,70,Raining with high winds,Darkness - lighting unknown,Flood over 3cm deep,1,1,Slight,53.526867,-3.165404,Swansea,Urban
ACC01096,2023-03-09,16:38,Thursday,Slip road,40,Fine no high winds,Daylight,Flood over 3cm deep,4,4,Slight,52.826816,-1.908082,Wolverhampton,Rural
ACC01097,2023-12-25,17:53,Monday,Dual carriageway,30,Fine no high winds,Daylight,Dry,2,4,Slight,52.195719,-4.978136,Exeter,Urban
ACC01098,2023-02-27,12:02,Monday,Dual carriageway,60,Other,Daylight,Dry,1,1,Serious,53.933099,-2.129634,Nottingham,Urban
ACC01099,2023-12-14,20:57,Thursday,Dual carriageway,30,Raining with high winds,Daylight,Wet or damp,2,1,Fatal,53.319311,-0.23104,Ipswich,Urban
ACC01100,2023-05-08,14:24,Monday,Single carriageway,40,Fine no high winds,Daylight,Dry,3,1,serious,51.747,-4.726951,Portsmouth,Rural
ACC01101,2023-01-27,12:25,Friday,One way street,30,Raining no high winds,Daylight,Wet or damp,1,2,Slight,53.75248,-2.482989,Westminster,Rural
ACC01102,2023-01-31,07:40,Tuesday,Single carriageway,30,Raining no high winds,Daylight,Dry,2,1,Slight,54.450877,-2.24949,Glasgow,Rural
ACC01103,2023-07-20,09:45,Thursday,Motorway,50,Fine no high winds,Daylight,Frost or ice,2,3,Serious,55.41978,-0.738103,Newcastle upon Tyne,Urban
ACC01104,2023-05-25,10:14,Thursday,Motorway,30,Fine no high winds,Darkness - lighting unknown,Dry,2,1,Serious,53.452409,-3.091044,Edinburgh,Rural
ACC01105,2023-03-27,21:23,Monday,Single carriageway,30,Raining with high winds,Darkness - no lighting,Dry,2,1,Slight,51.361456,0.387132,Lambeth,Rural
ACC01106,2023-03-20,12:01,Monday,Single carriageway,30,Raining no high winds,Daylight,Wet or damp,2,1,Slight,55.538378,-0.593286,Hackney,Rural
ACC01107,2023-01-28,13:36,Saturday,Single carriageway,40,Fine no high winds,Daylight,Wet or damp,2,1,Fatal,51.893104,-2.382468,Newcastle upon Tyne,Urban
ACC01108,2023-12-22,14:37,Friday,Single carriageway,40,Unknown,Darkness - no lighting,Dry,2,2,Serious,53.695905,-1.713622,York,Urban
ACC01109,2023-04-10,22:38,Monday,Slip road,40,Other,Darkness - lighting unknown,Frost or ice,2,5,Slight,53.982656,-5.33118,Manchester,Urban
ACC01110,2023-01-04,03:36,Wednesday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Snow,2,1,Slight,54.003179,-1.172217,Southampton,Urban
ACC01111,2023-10-15,10:15,Sunday,Single carriageway,50,Raining with high winds,Darkness - lights unlit,Dry,2,1,Slight,53.607307,-0.381685,Bristol,Rural
ACC01112,2023-05-09,00:04,Tuesday,One way street,70,Fine no high winds,Daylight,Dry,2,1,Slight,55.576859,-1.99017,Hackney,Rural
ACC01113,2023-02-13,13:44,Monday,Roundabout,30,,Daylight,Frost or ice,2,2,Fatal,53.609547,-4.186954,Bristol,Urban
ACC01114,2023-04-05,13:40,Wednesday,Single carriageway,30,Raining with high winds,Darkness - no lighting,Frost or ice,2,1,Slight,52.402171,-0.255176,Islington,Rural
ACC01115,2023-07-05,08:51,Wednesday,Single carriageway,40,Fog or mist,Darkness - lights lit,Dry,2,3,Slight,53.655012,-5.063892,Islington,Rural
ACC01116,2023-08-11,11:32,Friday,Single carriageway,50,Raining with high winds,Darkness - lights unlit,Dry,2,4,Slight,54.816357,-5.596549,Islington,Urban
ACC01117,2023-07-26,08:26,Wednesday,Single carriageway,40,Fog or mist,Darkness - no lighting,Wet or damp,2,1,Fatal,51.211422,-1.77961,Liverpool,Rural
ACC01118,2023-11-03,08:38,Friday,Motorway,50,Fine no high winds,Darkness - lights lit,Wet or damp,1,1,Slight,50.82895,-2.572906,York,Urban
ACC01119,2023-02-21,18:37,Tuesday,Motorway,70,Fine no high winds,Daylight,Wet or damp,2,2,Slight,51.322275,-5.577873,Hackney,Urban
ACC01120,2023-10-30,22:58,Monday,Dual carriageway,60,Fine no high winds,Daylight,Dry,2,2,Serious,54.037283,-5.218395,Brighton and Hove,Rural
ACC01121,2023-01-30,14:54,Monday,Dual carriageway,30,Raining no high winds,Darkness - lighting unknown,Dry,2,1,Slight,54.047866,-3.784366,Glasgow,Rural
ACC01122,2023-01-13,10:32,Friday,One way street,70,Raining with high winds,Darkness - lights lit,Snow,2,2,Slight,55.632178,0.72237,Bath,Urban
ACC01123,2023-02-12,12:00,Sunday,Single carriageway,50,Raining no high winds,Darkness - lights lit,Wet or damp,3,2,Slight,55.516283,-3.22092,Reading,Rural
ACC01124,2023-05-11,08:00,Thursday,Single carriageway,20,Raining no high winds,Darkness - lighting unknown,Frost or ice,2,3,Slight,54.688468,0.718771,Leicester,Urban
ACC01125,2023-06-04,18:37,Sunday,Slip road,40,Fine no high winds,Daylight,Dry,2,1,Serious,55.789047,-5.572586,Bristol,Urban
ACC01126,2023-01-24,09:51,Tuesday,Dual carriageway,30,Fine no high winds,,Snow,1,1,Slight,54.241668,-1.64582,Exeter,Urban
ACC01127,2023-01-07,13:40,Saturday,Single carriageway,70,Raining with high winds,Darkness - no lighting,Frost or ice,1,1,Slight,53.220384,-4.878631,Glasgow,Rural
ACC01128,2023-07-13,15:19,Thursday,Motorway,20,Fog or mist,Darkness - lights lit,Frost or ice,2,5,Fatal,51.457046,-5.558711,Cardiff,Rural
ACC01129,2023-11-12,16:41,Sunday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Flood over 3cm deep,2,3,Slight,53.01939,-1.121069,Camden,Rural
ACC01130,2023-08-30,17:29,Wednesday,Roundabout,70,,Daylight,Wet or damp,1,4,Slight,55.761893,-0.549481,Birmingham,Urban
ACC01131,2023-07-22,08:06,Saturday,One way street,30,Fine no high winds,Daylight,Dry,4,1,Slight,54.190915,-2.874421,Derby,Urban
ACC01132,2023-08-16,16:24,Wednesday,One way street,30,Fog or mist,Daylight,Dry,2,6,Serious,55.355273,0.286718,Southwark,Rural
ACC01133,2023-10-16,14:35,Monday,Single carriageway,50,Fine no high winds,Daylight,Dry,2,1,Serious,50.690473,-1.014946,Cheltenham,Urban
ACC01134,2023-08-08,13:55,Tuesday,Motorway,70,Other,Darkness - no lighting,Dry,2,2,Serious,55.709698,-1.343063,Newcastle upon Tyne,Urban
ACC01135,2023-10-06,21:02,Friday,Slip road,30,Raining with high winds,Darkness - lighting unknown,Dry,2,1,Serious,53.494663,-1.516302,Coventry,Urban
ACC01136,2023-09-16,18:28,Saturday,One way street,30,Snowing no high winds,Daylight,Dry,4,2,Slight,50.459787,-3.916535,Oxford,Urban
ACC01137,2023-02-15,17:06,Wednesday,Single carriageway,70,,Darkness - lighting unknown,Flood over 3cm deep,2,3,Slight,52.962313,-4.696387,Camden,Rural
ACC01138,2023-01-25,04:14,Wednesday,Slip road,30,Fog or mist,Darkness - lighting unknown,Dry,2,2,Slight,51.298641,1.089668,Brighton and Hove,Rural
ACC01139,2023-09-09,14:39,Saturday,One way street,60,Unknown,Daylight,Dry,2,2,Slight,54.642123,-2.383056,Lambeth,Urban
ACC01140,2023-12-15,10:28,Friday,Single carriageway,40,Fine no high winds,,Flood over 3cm deep,2,2,Slight,52.996154,-0.368187,Nottingham,Urban
ACC01141,2023-06-07,01:41,Wednesday,Single carriageway,30,Fine no high winds,Darkness - lights lit,Dry,2,2,Serious,50.660219,-0.991611,Oxford,Rural
ACC01142,2023-10-03,07:14,Tuesday,Dual carriageway,70,Fine no high winds,Darkness - lights lit,Snow,2,1,Serious,53.332129,-3.499167,Bristol,Rural
ACC01143,2023-11-10,12:48,Friday,Slip road,60,Other,Daylight,Dry,2,5,Slight,52.627435,1.177474,Wolverhampton,Urban
ACC01144,2023-01-20,07:21,Friday,Motorway,40,Unknown,Darkness - lights lit,Dry,5,1,Slight,51.740498,-2.880636,Glasgow,Urban
ACC01145,2023-08-27,09:18,Sunday,One way street,-60,Unknown,Darkness - lights lit,Snow,2,1,Fatal,52.069072,-3.574234,Southwark,Rural
ACC01146,2023-01-07,05:04,Saturday,Motorway,70,Fine no high winds,Darkness - lights unlit,Flood over 3cm deep,1,3,Slight,55.169194,-4.958386,Coventry,Urban
ACC01147,2023-12-22,14:18,Friday,Single carriageway,30,Fog or mist,Daylight,Flood over 3cm deep,2,2,Slight,55.632342,0.079879,Camden,Urban
ACC01148,2023-10-27,12:07,Friday,Motorway,30,Raining no high winds,Darkness - lights unlit,Frost or ice,2,2,Slight,55.741697,-2.596028,Hackney,Urban
ACC01149,2023-01-17,07:08,Tuesday,Dual carriageway,40,Fog or mist,Darkness - lighting unknown,Dry,1,6,Serious,55.637306,-1.547049,Cambridge,Rural
ACC01150,2023-11-22,13:07,Wednesday,Dual carriageway,40,Fine no high winds,Daylight,Dry,2,3,Slight,52.655943,0.685996,Glasgow,Rural
ACC01151,2023-09-08,12:13,Friday,Single carriageway,70,Fog or mist,Darkness - lights lit,Snow,3,2,Slight,53.379357,-4.51537,Manchester,Rural
