drug_a_molecular_weight,drug_a_solubility,drug_a_half_life,drug_a_category,drug_b_category,patient_age_group,interaction_severity
571.67,20.84,60.46,antidepressant,cardiovascular,18-30,severe
514.92,5.91,10.64,cardiovascular,anti-inflammatory,70+,none
621.84,17.1,45.37,analgesic,antiviral,31-50,none
340.74,42.95,4.9,antidepressant,antiviral,70+,moderate
239.0,12.99,27.95,antibiotic,antidepressant,31-50,none
495.13,3.85,22.9,antidepressant,cardiovascular,18-30,moderate
787.82,16.45,51.54,antibiotic,anti-inflammatory,51-70,moderate
211.85,13.28,24.7,analgesic,antibiotic,31-50,none
528.45,4.03,4.48,antidepressant,anti-inflammatory,51-70,mild
613.33,46.77,62.79,anti-inflammatory,antidepressant,70+,none
577.63,5.11,29.66,analgesic,antidepressant,70+,none
324.88,2.7,5.88,anti-inflammatory,analgesic,18-30,none
460.04,23.51,26.64,anti-inflammatory,analgesic,31-50,none
666.17,4.19,12.95,antiviral,anti-inflammatory,51-70,none
217.52,40.63,34.39,antiviral,antiviral,18-30,none
593.59,12.01,29.96,antiviral,anti-inflammatory,70+,none
524.85,36.52,60.77,cardiovascular,anti-inflammatory,18-30,none
402.49,41.27,21.78,antibiotic,cardiovascular,70+,mild
417.5,28.96,20.12,anti-inflammatory,analgesic,51-70,none
150.94,5.82,42.94,antiviral,antidepressant,51-70,mild
524.8,40.74,42.19,antiviral,antibiotic,18-30,severe
634.17,36.59,49.57,antibiotic,antibiotic,31-50,mild
223.2,0.24,15.92,analgesic,antiviral,18-30,none
243.85,36.24,56.78,antidepressant,antidepressant,70+,mild
396.17,25.99,20.53,antiviral,antibiotic,70+,moderate
272.2,33.33,68.22,antibiotic,cardiovascular,31-50,mild
328.03,2.54,1.22,cardiovascular,antibiotic,18-30,none
448.19,14.52,30.35,antidepressant,antibiotic,31-50,none
265.09,38.48,34.6,anti-inflammatory,analgesic,31-50,none
442.07,34.45,20.57,cardiovascular,cardiovascular,31-50,mild
462.23,21.96,10.48,antibiotic,antiviral,31-50,moderate
481.3,46.71,8.8,antiviral,antidepressant,31-50,moderate
598.44,13.66,47.74,antidepressant,antiviral,31-50,moderate
219.63,44.95,18.9,antibiotic,antiviral,70+,severe
706.3,28.76,66.63,antibiotic,antiviral,31-50,moderate
162.72,38.45,55.65,cardiovascular,anti-inflammatory,31-50,none
462.66,9.45,53.02,antiviral,cardiovascular,31-50,none
558.75,33.52,69.21,anti-inflammatory,anti-inflammatory,31-50,none
396.95,31.27,64.21,antidepressant,analgesic,70+,none
496.12,24.71,31.59,anti-inflammatory,analgesic,51-70,moderate
217.08,44.81,17.42,analgesic,antibiotic,31-50,none
216.7,49.49,39.95,antiviral,antibiotic,18-30,mild
289.45,18.61,3.6,analgesic,anti-inflammatory,31-50,mild
728.37,44.67,7.64,antibiotic,anti-inflammatory,18-30,mild
673.52,39.58,39.12,antiviral,antibiotic,18-30,mild
577.24,34.82,1.45,cardiovascular,antibiotic,51-70,none
726.85,5.09,36.76,antibiotic,anti-inflammatory,31-50,none
381.98,22.67,50.41,analgesic,antiviral,18-30,none
557.68,1.17,20.54,antibiotic,antibiotic,18-30,mild
687.73,9.96,21.94,analgesic,antiviral,31-50,none
552.12,1.67,52.53,antiviral,antibiotic,31-50,moderate
692.59,21.65,49.84,antibiotic,cardiovascular,31-50,none
261.39,1.85,13.43,cardiovascular,analgesic,18-30,mild
419.78,21.79,50.68,antibiotic,antidepressant,51-70,none
613.92,44.2,38.69,anti-inflammatory,anti-inflammatory,70+,mild
798.19,26.69,41.28,cardiovascular,cardiovascular,18-30,none
693.85,22.31,23.42,anti-inflammatory,antibiotic,70+,moderate
277.58,14.85,55.85,cardiovascular,analgesic,70+,none
224.98,34.76,64.96,antibiotic,antiviral,51-70,moderate
461.56,45.48,42.23,antiviral,antibiotic,18-30,mild
266.87,43.8,57.72,antibiotic,analgesic,31-50,none
306.97,27.66,25.08,anti-inflammatory,analgesic,31-50,none
365.85,6.9,13.66,cardiovascular,cardiovascular,70+,mild
293.33,31.85,37.77,anti-inflammatory,cardiovascular,18-30,mild
618.6,27.38,53.38,antidepressant,cardiovascular,18-30,moderate
169.47,38.3,56.38,antiviral,antiviral,18-30,moderate
676.24,1.61,23.9,antiviral,antiviral,31-50,mild
769.51,5.0,56.64,anti-inflammatory,antiviral,31-50,mild
661.85,37.45,43.95,antiviral,antibiotic,70+,moderate
666.55,25.25,21.58,antidepressant,antidepressant,18-30,moderate
504.75,7.48,48.44,anti-inflammatory,cardiovascular,31-50,none
247.88,41.24,21.52,anti-inflammatory,analgesic,31-50,none
454.77,25.41,34.18,analgesic,anti-inflammatory,18-30,none
395.63,31.87,7.3,antiviral,anti-inflammatory,31-50,none
247.47,18.95,9.73,cardiovascular,antibiotic,51-70,none
390.22,2.54,23.02,antibiotic,anti-inflammatory,31-50,mild
177.22,35.74,45.38,analgesic,cardiovascular,18-30,none
512.87,30.94,56.84,analgesic,anti-inflammatory,51-70,mild
769.52,42.82,38.33,antibiotic,analgesic,18-30,mild
712.41,12.72,38.53,anti-inflammatory,anti-inflammatory,51-70,none
320.05,36.69,69.31,antiviral,antibiotic,31-50,none
311.86,9.77,51.99,antibiotic,anti-inflammatory,51-70,mild
409.81,12.19,48.78,antibiotic,antiviral,31-50,mild
489.12,32.29,48.36,antidepressant,cardiovascular,31-50,mild
163.46,43.98,54.71,antibiotic,antidepressant,51-70,none
217.66,48.04,18.88,cardiovascular,analgesic,51-70,none
339.56,49.11,28.68,antidepressant,antidepressant,51-70,none
412.13,11.53,48.98,antidepressant,anti-inflammatory,51-70,none
340.99,47.96,65.71,analgesic,antiviral,18-30,none
331.86,14.6,41.88,anti-inflammatory,anti-inflammatory,70+,mild
164.62,11.37,8.74,antibiotic,anti-inflammatory,51-70,none
329.03,36.3,10.53,anti-inflammatory,antiviral,18-30,none
597.37,1.97,49.76,analgesic,antidepressant,18-30,mild
647.28,17.82,59.83,antidepressant,anti-inflammatory,31-50,none
610.77,19.8,16.75,antibiotic,analgesic,18-30,none
453.19,43.94,9.79,analgesic,anti-inflammatory,70+,none
306.71,4.66,49.19,cardiovascular,antibiotic,18-30,none
175.49,20.39,3.47,analgesic,analgesic,70+,none
547.72,25.29,54.85,antidepressant,cardiovascular,18-30,severe
656.29,36.04,38.24,analgesic,analgesic,70+,none
285.66,1.43,58.56,anti-inflammatory,analgesic,31-50,none
694.44,26.24,1.93,antiviral,cardiovascular,31-50,mild
563.94,24.92,52.78,anti-inflammatory,analgesic,70+,moderate
723.48,34.04,28.82,anti-inflammatory,antidepressant,18-30,none
187.66,15.63,6.03,analgesic,anti-inflammatory,51-70,none
339.96,11.64,38.62,antidepressant,analgesic,31-50,none
641.74,20.42,13.11,antiviral,antibiotic,70+,mild
197.78,22.62,24.8,cardiovascular,analgesic,18-30,none
756.96,34.8,61.87,antidepressant,antibiotic,31-50,none
689.23,31.56,56.24,antidepressant,antibiotic,31-50,mild
407.07,21.83,57.14,analgesic,anti-inflammatory,51-70,none
657.2,1.0,3.99,antibiotic,analgesic,31-50,mild
282.07,19.59,63.8,analgesic,analgesic,31-50,none
761.2,10.72,68.65,antibiotic,antidepressant,70+,none
381.27,40.89,37.14,antibiotic,cardiovascular,31-50,none
425.91,28.11,65.07,anti-inflammatory,antibiotic,70+,moderate
690.4,14.59,69.38,analgesic,antibiotic,31-50,none
790.35,39.03,25.33,antibiotic,cardiovascular,70+,none
743.27,36.86,38.53,cardiovascular,analgesic,18-30,mild
230.69,5.21,27.31,antiviral,antiviral,18-30,none
684.47,25.42,71.52,anti-inflammatory,antiviral,18-30,none
757.73,35.76,33.17,antidepressant,anti-inflammatory,51-70,moderate
411.86,29.93,41.67,antiviral,cardiovascular,51-70,none
657.34,14.89,40.24,anti-inflammatory,anti-inflammatory,51-70,none
589.34,38.08,61.65,analgesic,anti-inflammatory,31-50,none
399.66,47.6,18.62,antidepressant,anti-inflammatory,18-30,none
163.83,25.07,22.98,anti-inflammatory,antibiotic,70+,mild
695.47,40.37,16.83,antibiotic,cardiovascular,31-50,none
513.9,46.88,29.96,antiviral,analgesic,70+,none
226.52,38.21,70.04,analgesic,antiviral,31-50,none
637.03,15.54,67.96,antiviral,antibiotic,31-50,moderate
541.56,18.15,18.32,anti-inflammatory,antibiotic,51-70,severe
514.75,0.97,59.13,antidepressant,analgesic,70+,moderate
226.57,7.21,50.36,anti-inflammatory,cardiovascular,31-50,none
507.01,42.46,11.45,anti-inflammatory,antidepressant,31-50,mild
210.77,27.58,41.68,antidepressant,cardiovascular,51-70,severe
750.25,10.91,40.89,cardiovascular,analgesic,51-70,moderate
273.69,26.47,41.58,analgesic,antidepressant,51-70,none
655.19,19.99,11.58,anti-inflammatory,antidepressant,51-70,none
705.51,41.64,12.66,antibiotic,analgesic,18-30,moderate
703.94,21.77,28.74,cardiovascular,analgesic,70+,severe
401.67,10.18,6.77,antibiotic,anti-inflammatory,31-50,severe
780.17,42.74,4.4,analgesic,cardiovascular,31-50,mild
340.47,30.37,61.91,antidepressant,analgesic,31-50,none
652.88,43.16,38.05,anti-inflammatory,cardiovascular,51-70,none
389.43,31.91,20.18,cardiovascular,cardiovascular,31-50,none
332.98,8.2,51.72,cardiovascular,antibiotic,51-70,none
234.52,6.95,2.38,analgesic,antiviral,70+,none
621.24,41.32,66.52,analgesic,antibiotic,31-50,mild
655.53,1.23,67.5,antiviral,anti-inflammatory,31-50,none
780.69,10.0,33.22,analgesic,antibiotic,70+,none
261.31,17.3,69.23,analgesic,cardiovascular,31-50,moderate
201.45,0.63,61.32,antibiotic,antiviral,18-30,mild
223.2,37.54,17.9,anti-inflammatory,antiviral,31-50,none
454.02,27.35,70.33,cardiovascular,analgesic,18-30,none
504.37,15.42,43.07,antiviral,antibiotic,70+,severe
359.96,7.13,29.09,anti-inflammatory,analgesic,70+,mild
796.7,11.9,15.55,antidepressant,analgesic,31-50,mild
497.22,46.39,65.26,antiviral,cardiovascular,51-70,none
159.11,8.16,7.55,cardiovascular,anti-inflammatory,31-50,none
268.55,31.45,19.54,cardiovascular,antibiotic,31-50,none
659.86,34.37,32.09,cardiovascular,antibiotic,70+,moderate
500.58,43.84,61.21,antibiotic,anti-inflammatory,51-70,mild
298.79,37.54,69.14,analgesic,cardiovascular,51-70,mild
532.6,35.99,31.44,antiviral,analgesic,31-50,none
759.83,11.87,29.76,antibiotic,analgesic,31-50,none
151.46,27.08,6.99,antibiotic,antibiotic,18-30,none
206.02,19.73,63.01,antidepressant,analgesic,51-70,mild
500.4,22.42,8.45,antidepressant,cardiovascular,31-50,moderate
650.56,8.79,70.7,antibiotic,antidepressant,31-50,none
779.8,37.77,68.8,anti-inflammatory,anti-inflammatory,31-50,none
555.23,27.14,56.62,analgesic,antibiotic,18-30,none
747.08,42.56,57.69,anti-inflammatory,antiviral,51-70,none
783.76,29.95,50.09,anti-inflammatory,antidepressant,51-70,none
343.79,30.32,61.08,anti-inflammatory,anti-inflammatory,31-50,none
375.41,31.34,37.03,analgesic,antiviral,51-70,none
209.58,46.19,17.7,anti-inflammatory,cardiovascular,31-50,none
781.87,9.42,67.31,cardiovascular,antidepressant,31-50,severe
200.69,30.74,52.08,antiviral,cardiovascular,31-50,none
247.45,31.22,65.99,anti-inflammatory,cardiovascular,51-70,none
250.04,41.72,23.73,anti-inflammatory,antibiotic,31-50,mild
495.89,34.11,1.05,antiviral,antibiotic,51-70,none
665.06,18.5,50.38,analgesic,antiviral,70+,none
397.61,31.02,49.68,anti-inflammatory,analgesic,18-30,moderate
231.14,14.05,39.47,antiviral,antidepressant,70+,none
490.33,23.09,28.98,antibiotic,antidepressant,51-70,mild
547.4,9.37,18.51,antibiotic,antiviral,31-50,mild
404.4,43.33,62.51,antibiotic,anti-inflammatory,70+,mild
750.45,46.73,25.15,antibiotic,antidepressant,18-30,none
496.48,16.96,71.25,cardiovascular,antibiotic,70+,none
373.18,8.47,41.86,cardiovascular,anti-inflammatory,18-30,none
545.16,34.35,8.26,anti-inflammatory,analgesic,31-50,none
404.29,18.35,68.57,cardiovascular,anti-inflammatory,31-50,none
360.84,30.53,54.68,antiviral,antidepressant,51-70,mild
295.73,9.79,45.6,analgesic,antiviral,70+,none
691.06,45.7,43.53,antibiotic,analgesic,18-30,none
691.47,16.75,17.76,analgesic,analgesic,51-70,mild
361.41,22.74,24.2,antidepressant,antibiotic,18-30,mild
623.81,18.37,63.91,cardiovascular,cardiovascular,51-70,mild
669.22,22.42,23.53,analgesic,anti-inflammatory,31-50,none
700.29,34.89,46.68,analgesic,antidepressant,70+,mild
380.01,22.89,44.72,analgesic,antiviral,31-50,none
457.38,3.1,53.01,antibiotic,cardiovascular,18-30,none
484.27,27.93,55.46,cardiovascular,antibiotic,70+,mild
757.86,27.91,65.82,cardiovascular,cardiovascular,18-30,none
479.19,39.64,32.93,cardiovascular,antidepressant,31-50,severe
258.93,24.69,24.99,antidepressant,antiviral,70+,none
626.38,21.16,26.82,antidepressant,antiviral,51-70,moderate
337.22,25.15,22.62,anti-inflammatory,analgesic,70+,none
365.99,6.89,61.42,analgesic,analgesic,18-30,none
349.45,31.99,42.63,antibiotic,analgesic,70+,moderate
724.0,41.37,57.75,antidepressant,analgesic,18-30,moderate
360.58,24.08,38.05,antiviral,antiviral,31-50,none
334.54,14.29,37.91,anti-inflammatory,cardiovascular,31-50,none
552.98,35.87,11.23,antiviral,antibiotic,31-50,severe
617.58,14.7,30.34,antiviral,analgesic,18-30,none
699.88,49.24,50.96,antidepressant,antidepressant,18-30,moderate
673.5,8.73,39.58,analgesic,antiviral,18-30,none
693.62,6.4,44.07,antiviral,analgesic,51-70,none
629.89,44.29,37.89,cardiovascular,antidepressant,31-50,moderate
282.57,27.68,25.5,anti-inflammatory,antibiotic,51-70,none
582.35,8.93,13.83,antidepressant,cardiovascular,31-50,severe
319.22,48.67,40.9,antidepressant,cardiovascular,18-30,severe
171.25,7.21,7.41,antiviral,antiviral,31-50,mild
734.77,27.73,52.8,cardiovascular,analgesic,31-50,moderate
228.6,23.49,5.5,antiviral,antibiotic,18-30,moderate
661.69,36.44,66.73,antiviral,anti-inflammatory,70+,severe
361.78,8.71,41.94,anti-inflammatory,anti-inflammatory,18-30,none
417.76,8.64,8.16,cardiovascular,antidepressant,51-70,mild
303.58,27.58,17.79,antibiotic,antidepressant,51-70,none
606.61,12.3,42.01,anti-inflammatory,antibiotic,31-50,moderate
229.4,36.27,33.87,antiviral,cardiovascular,18-30,none
675.36,14.56,67.87,anti-inflammatory,antidepressant,31-50,none
653.71,30.6,52.48,antibiotic,cardiovascular,51-70,moderate
701.16,29.16,1.19,anti-inflammatory,antibiotic,31-50,moderate
583.37,29.84,54.94,cardiovascular,antiviral,18-30,mild
468.71,44.78,24.21,anti-inflammatory,anti-inflammatory,70+,none
168.25,33.79,70.02,antibiotic,antidepressant,31-50,none
663.88,43.16,39.91,antibiotic,analgesic,70+,none
544.28,46.99,63.82,anti-inflammatory,anti-inflammatory,31-50,moderate
519.8,17.53,15.95,antiviral,antiviral,51-70,none
270.03,31.91,29.0,analgesic,analgesic,18-30,mild
330.78,15.17,66.5,antiviral,analgesic,51-70,mild
221.16,3.41,60.3,antibiotic,antibiotic,70+,none
520.84,46.43,7.64,antibiotic,antiviral,31-50,moderate
531.47,17.48,2.71,antidepressant,antibiotic,31-50,none
574.94,36.77,14.69,anti-inflammatory,antibiotic,70+,none
203.72,34.37,36.49,anti-inflammatory,analgesic,18-30,none
181.47,7.63,11.78,antibiotic,antibiotic,18-30,none
449.22,23.38,47.87,analgesic,analgesic,51-70,none
634.91,4.55,9.0,cardiovascular,analgesic,18-30,moderate
619.09,22.38,52.33,antiviral,antiviral,70+,mild
643.97,46.63,15.05,anti-inflammatory,antiviral,51-70,moderate
430.44,16.93,39.07,antiviral,antibiotic,31-50,moderate
719.97,40.58,56.14,analgesic,antibiotic,51-70,none
334.89,39.51,49.5,antiviral,anti-inflammatory,18-30,none
369.15,0.54,48.21,antibiotic,antibiotic,31-50,none
685.1,9.76,61.13,antidepressant,antiviral,31-50,none
664.13,40.54,53.25,analgesic,antibiotic,51-70,none
656.49,29.21,59.47,analgesic,antibiotic,70+,none
227.12,13.85,31.09,antidepressant,anti-inflammatory,31-50,none
750.61,10.68,2.92,analgesic,antiviral,51-70,mild
166.67,49.51,67.04,cardiovascular,analgesic,31-50,mild
471.66,3.11,43.53,analgesic,cardiovascular,51-70,moderate
776.6,21.62,62.2,analgesic,cardiovascular,18-30,moderate
572.56,45.07,25.31,antidepressant,antibiotic,51-70,mild
594.89,32.14,16.75,antiviral,antidepressant,18-30,none
386.07,45.26,68.92,anti-inflammatory,antiviral,31-50,none
425.07,39.36,45.23,antidepressant,cardiovascular,31-50,moderate
335.28,42.19,68.15,antidepressant,cardiovascular,51-70,mild
238.96,40.52,33.78,analgesic,analgesic,18-30,none
659.34,6.22,15.71,antiviral,cardiovascular,31-50,none
215.25,19.99,55.2,analgesic,cardiovascular,18-30,none
485.95,40.64,48.58,cardiovascular,analgesic,18-30,mild
169.81,36.02,70.17,antiviral,analgesic,31-50,none
444.43,12.4,33.8,antibiotic,antidepressant,18-30,none
181.07,43.52,26.64,anti-inflammatory,antidepressant,31-50,none
224.23,9.91,2.24,cardiovascular,antibiotic,31-50,mild
708.61,33.85,32.72,antiviral,cardiovascular,31-50,none
514.82,16.75,71.98,antibiotic,anti-inflammatory,31-50,mild
684.68,45.98,32.2,antidepressant,cardiovascular,70+,moderate
379.6,3.3,18.08,antibiotic,antiviral,70+,moderate
162.34,2.97,19.89,cardiovascular,cardiovascular,18-30,mild
166.21,3.48,9.27,cardiovascular,anti-inflammatory,31-50,none
453.78,45.71,3.65,antiviral,antiviral,31-50,none
508.82,41.05,40.97,antiviral,antiviral,51-70,moderate
325.21,0.25,18.7,antiviral,analgesic,31-50,none
545.75,1.99,42.86,antiviral,anti-inflammatory,51-70,mild
754.02,19.81,44.03,cardiovascular,antiviral,18-30,mild
435.36,6.1,30.43,anti-inflammatory,anti-inflammatory,51-70,mild
216.34,45.41,68.84,antibiotic,antibiotic,31-50,mild
521.16,12.49,60.0,antidepressant,cardiovascular,18-30,moderate
629.03,48.36,48.55,anti-inflammatory,antidepressant,31-50,severe
439.94,0.83,51.52,antidepressant,antibiotic,70+,none
701.28,47.79,10.91,antibiotic,cardiovascular,18-30,none
698.76,5.37,30.16,antibiotic,antiviral,51-70,severe
167.83,40.18,45.57,analgesic,anti-inflammatory,70+,none
594.83,37.57,41.58,anti-inflammatory,anti-inflammatory,70+,none
657.03,22.48,11.41,analgesic,analgesic,70+,moderate
499.38,31.34,69.49,antiviral,anti-inflammatory,18-30,none
683.23,3.62,39.81,cardiovascular,antidepressant,31-50,severe
443.34,44.02,26.28,anti-inflammatory,antiviral,70+,moderate
521.21,22.07,36.99,cardiovascular,analgesic,31-50,moderate
501.06,21.0,23.73,antiviral,analgesic,51-70,none
266.89,9.53,41.0,antidepressant,anti-inflammatory,31-50,none
757.2,25.59,36.48,anti-inflammatory,antidepressant,51-70,none
539.94,21.23,65.17,antibiotic,cardiovascular,51-70,none
585.68,42.41,48.19,analgesic,antidepressant,18-30,moderate
380.52,35.7,19.36,analgesic,anti-inflammatory,31-50,none
734.73,32.15,13.57,antidepressant,antiviral,70+,mild
599.1,27.95,24.66,cardiovascular,antidepressant,18-30,severe
708.35,32.97,46.52,antibiotic,antidepressant,51-70,none
725.1,46.32,50.84,antidepressant,anti-inflammatory,31-50,none
758.11,21.52,19.86,anti-inflammatory,antidepressant,18-30,none
438.57,7.73,25.0,cardiovascular,antibiotic,18-30,mild
308.05,31.55,20.54,anti-inflammatory,antibiotic,18-30,none
778.98,48.01,56.29,antidepressant,anti-inflammatory,31-50,none
176.71,21.85,70.94,cardiovascular,cardiovascular,18-30,none
791.89,26.41,43.74,analgesic,cardiovascular,18-30,moderate
198.0,49.94,9.02,antiviral,antibiotic,31-50,mild
641.07,30.02,58.86,antibiotic,antiviral,31-50,moderate
414.96,0.12,14.25,antibiotic,analgesic,70+,mild
358.79,25.6,29.44,antiviral,analgesic,70+,none
637.81,24.83,19.61,anti-inflammatory,analgesic,31-50,moderate
572.69,43.66,50.49,antidepressant,analgesic,51-70,none
455.53,37.04,64.66,antiviral,analgesic,51-70,mild
232.41,13.01,39.22,anti-inflammatory,antiviral,18-30,none
151.85,20.1,60.17,antibiotic,analgesic,31-50,none
437.85,20.74,61.19,analgesic,antibiotic,51-70,none
557.28,47.36,39.76,anti-inflammatory,antiviral,31-50,none
673.1,12.52,70.24,cardiovascular,antiviral,51-70,none
397.76,15.69,64.37,analgesic,antidepressant,31-50,mild
319.79,15.75,47.85,analgesic,analgesic,51-70,none
188.08,34.4,34.92,antidepressant,antibiotic,51-70,none
397.97,34.77,25.94,analgesic,cardiovascular,18-30,mild
691.14,26.94,55.76,cardiovascular,antibiotic,31-50,none
311.56,48.8,46.98,analgesic,anti-inflammatory,31-50,none
396.34,0.48,2.76,antiviral,antiviral,31-50,mild
674.55,15.01,69.96,antidepressant,antibiotic,18-30,severe
593.57,13.77,65.12,anti-inflammatory,anti-inflammatory,31-50,none
473.38,2.6,57.03,antidepressant,antibiotic,18-30,none
425.33,18.27,54.69,antidepressant,anti-inflammatory,70+,none
521.29,39.15,22.91,antidepressant,antibiotic,18-30,none
426.35,12.2,56.54,antidepressant,cardiovascular,70+,moderate
659.13,42.73,14.09,cardiovascular,antidepressant,51-70,severe
367.1,30.45,17.25,analgesic,analgesic,51-70,mild
588.92,8.1,14.26,antibiotic,antibiotic,31-50,moderate
428.32,44.08,50.27,cardiovascular,antidepressant,31-50,moderate
646.48,30.7,28.7,analgesic,analgesic,18-30,none
392.13,48.62,36.74,antidepressant,anti-inflammatory,51-70,none
565.62,49.67,1.43,anti-inflammatory,analgesic,18-30,none
462.78,24.78,40.68,antibiotic,analgesic,18-30,none
537.09,47.09,32.53,analgesic,antidepressant,31-50,mild
321.03,8.29,58.65,analgesic,antibiotic,51-70,none
747.69,2.77,38.54,antibiotic,antiviral,51-70,moderate
374.72,29.48,28.4,anti-inflammatory,analgesic,31-50,none
377.73,40.97,12.99,antidepressant,anti-inflammatory,18-30,mild
601.57,11.7,24.03,antidepressant,antidepressant,51-70,moderate
786.97,13.49,3.23,cardiovascular,antidepressant,31-50,moderate
370.05,7.37,14.97,analgesic,analgesic,18-30,mild
275.81,46.74,70.92,antidepressant,anti-inflammatory,51-70,none
593.41,31.08,58.91,analgesic,cardiovascular,31-50,none
652.81,38.23,18.25,antidepressant,antiviral,51-70,none
169.96,43.39,40.41,cardiovascular,antiviral,18-30,none
197.3,23.79,51.71,antiviral,anti-inflammatory,18-30,none
401.57,12.42,3.96,antidepressant,antiviral,51-70,none
171.58,30.48,57.29,antibiotic,antidepressant,51-70,none
555.68,11.55,61.19,antidepressant,analgesic,18-30,none
748.54,35.03,46.04,analgesic,anti-inflammatory,18-30,mild
478.35,25.76,5.75,cardiovascular,antidepressant,70+,moderate
331.26,12.79,48.57,antidepressant,antidepressant,31-50,mild
682.64,43.96,49.88,cardiovascular,anti-inflammatory,51-70,mild
442.72,39.24,8.61,antiviral,antiviral,51-70,moderate
358.32,32.22,9.76,anti-inflammatory,cardiovascular,70+,none
483.12,12.85,39.26,cardiovascular,anti-inflammatory,31-50,none
484.42,7.83,63.96,antiviral,anti-inflammatory,18-30,none
795.58,15.79,42.09,antibiotic,cardiovascular,18-30,mild
314.97,11.7,58.53,antiviral,anti-inflammatory,31-50,none
776.28,35.55,13.43,antibiotic,antibiotic,51-70,none
255.78,11.85,41.33,analgesic,antibiotic,70+,none
790.46,33.01,36.5,cardiovascular,antibiotic,70+,none
486.1,25.78,4.51,anti-inflammatory,anti-inflammatory,70+,none
259.06,6.14,58.95,analgesic,antibiotic,18-30,none
599.58,19.36,31.81,analgesic,analgesic,70+,mild
480.15,31.61,48.67,anti-inflammatory,antiviral,31-50,none
204.35,14.84,27.46,analgesic,antidepressant,18-30,none
620.93,44.9,21.54,antidepressant,antiviral,18-30,mild
640.83,39.33,20.62,anti-inflammatory,antiviral,18-30,none
354.66,20.49,70.75,antidepressant,antiviral,51-70,mild
652.51,0.94,60.31,cardiovascular,antibiotic,18-30,none
681.29,14.02,24.39,antiviral,anti-inflammatory,31-50,mild
736.91,2.4,31.73,antiviral,cardiovascular,31-50,none
209.82,0.75,46.96,antidepressant,antidepressant,70+,none
729.68,47.14,71.06,analgesic,cardiovascular,31-50,none
215.37,30.74,66.49,anti-inflammatory,antidepressant,51-70,none
159.78,38.67,54.97,cardiovascular,cardiovascular,31-50,none
341.23,7.13,38.94,anti-inflammatory,anti-inflammatory,51-70,mild
660.19,26.44,39.34,anti-inflammatory,anti-inflammatory,31-50,moderate
562.93,6.0,38.57,antiviral,antiviral,51-70,mild
169.91,40.16,31.44,antidepressant,cardiovascular,51-70,moderate
520.08,44.85,2.66,anti-inflammatory,antibiotic,18-30,moderate
722.77,38.22,26.45,antiviral,anti-inflammatory,31-50,none
690.17,9.42,2.04,analgesic,anti-inflammatory,70+,mild
521.57,46.73,67.79,cardiovascular,antidepressant,31-50,none
354.33,47.87,33.7,cardiovascular,antidepressant,51-70,moderate
342.92,30.15,56.67,analgesic,anti-inflammatory,51-70,none
692.61,27.62,20.9,anti-inflammatory,antiviral,31-50,mild
265.07,7.13,67.95,antidepressant,anti-inflammatory,31-50,none
442.03,40.58,63.6,antidepressant,antiviral,51-70,none
685.15,17.4,21.85,cardiovascular,analgesic,31-50,moderate
656.68,6.41,60.99,antibiotic,antibiotic,51-70,none
611.7,1.0,53.14,analgesic,antiviral,31-50,moderate
751.47,44.93,30.11,analgesic,cardiovascular,18-30,moderate
711.94,49.59,36.72,anti-inflammatory,anti-inflammatory,31-50,none
618.73,39.4,1.36,analgesic,cardiovascular,31-50,severe
268.8,34.47,51.91,antibiotic,analgesic,18-30,none
422.8,19.54,67.31,antidepressant,analgesic,31-50,mild
515.6,34.93,68.36,analgesic,analgesic,31-50,mild
783.57,30.56,60.91,analgesic,antiviral,18-30,none
722.07,37.22,17.15,cardiovascular,analgesic,51-70,moderate
238.51,2.29,33.83,cardiovascular,anti-inflammatory,31-50,moderate
316.68,35.06,71.15,analgesic,anti-inflammatory,31-50,none
352.97,35.6,50.64,antibiotic,antiviral,18-30,none
535.51,28.7,62.43,cardiovascular,antidepressant,18-30,moderate
317.11,47.83,55.39,cardiovascular,antiviral,18-30,none
751.7,48.87,15.36,antidepressant,anti-inflammatory,18-30,none
736.1,36.3,6.02,antidepressant,antidepressant,18-30,none
547.0,11.17,14.01,cardiovascular,antidepressant,18-30,severe
723.07,39.55,26.56,antidepressant,anti-inflammatory,51-70,mild
746.96,21.09,5.29,antidepressant,anti-inflammatory,31-50,none
634.47,22.45,42.77,antibiotic,antiviral,70+,severe
477.2,27.4,69.7,antidepressant,antibiotic,31-50,none
787.91,45.4,69.8,antidepressant,cardiovascular,70+,moderate
184.5,40.83,66.82,antiviral,analgesic,31-50,none
441.84,16.84,6.68,cardiovascular,antibiotic,18-30,mild
536.14,27.09,24.66,antidepressant,analgesic,18-30,moderate
558.81,15.54,2.96,anti-inflammatory,analgesic,70+,mild
215.08,38.97,67.84,analgesic,anti-inflammatory,70+,none
162.41,16.49,21.94,cardiovascular,antiviral,31-50,none
562.0,20.37,45.09,antibiotic,antidepressant,51-70,none
755.91,34.96,6.9,antibiotic,analgesic,70+,none
735.73,39.27,64.91,antidepressant,analgesic,18-30,none
708.96,38.0,50.67,analgesic,analgesic,31-50,none
754.83,45.33,25.64,antiviral,antiviral,51-70,moderate
318.76,31.72,44.85,analgesic,cardiovascular,31-50,moderate
647.24,35.24,60.96,cardiovascular,anti-inflammatory,31-50,none
754.99,35.44,42.88,antidepressant,antiviral,18-30,none
